id,new_house_transaction_amount
2020 Aug_sector 68,37365.92
2020 Aug_sector 69,12718.76
2020 Aug_sector 70,4798.49
2020 Aug_sector 71,10293.24
2020 Aug_sector 72,13874.67
2020 Aug_sector 73,6273.72
2020 Aug_sector 74,2986.02
2020 Aug_sector 75,712.59
2020 Aug_sector 76,0.0
2020 Aug_sector 77,22439.06
2020 Aug_sector 78,504.22
2020 Aug_sector 79,42822.98
2020 Aug_sector 80,96466.32
2020 Aug_sector 81,12733.62
2020 Aug_sector 82,3954.5
2020 Aug_sector 83,47509.72
2020 Aug_sector 84,28512.79
2020 Aug_sector 85,194170.25
2020 Aug_sector 86,147454.52
2020 Aug_sector 87,0.0
2020 Aug_sector 88,11171.03
2020 Aug_sector 89,4170.52
2020 Aug_sector 90,0.0
2020 Aug_sector 91,18541.77
2020 Aug_sector 92,56228.59
2020 Aug_sector 93,141436.6
2020 Aug_sector 94,136076.65
2020 Aug_sector 95,0.0
2020 Aug_sector 96,0.0
2020 Sep_sector 1,16873.79
2020 Sep_sector 2,8997.46
2020 Sep_sector 3,0.0
2020 Sep_sector 4,340705.84
2020 Sep_sector 5,0.0
2020 Sep_sector 6,110590.9
2020 Sep_sector 7,5410.75
2020 Sep_sector 8,11011.69
2020 Sep_sector 9,24096.73
2020 Sep_sector 10,243.45
2020 Sep_sector 11,8537.62
2020 Sep_sector 12,30620.14
2020 Sep_sector 13,31888.99
2020 Sep_sector 14,6413.79
2020 Sep_sector 15,810.08
2020 Sep_sector 16,8509.95
2020 Sep_sector 17,0.0
2020 Sep_sector 18,21666.5
2020 Sep_sector 19,0.0
2020 Sep_sector 20,92416.88
2020 Sep_sector 21,3681.4
2020 Sep_sector 22,2616.67
2020 Sep_sector 23,8073.4
2020 Sep_sector 24,22256.04
2020 Sep_sector 25,70282.84
2020 Sep_sector 26,50512.67
2020 Sep_sector 27,3902.52
2020 Sep_sector 28,0.0
2020 Sep_sector 29,1544.08
2020 Sep_sector 30,33236.79
2020 Sep_sector 31,88739.88
2020 Sep_sector 32,0.0
2020 Sep_sector 33,5292.35
2020 Sep_sector 34,16726.87
2020 Sep_sector 35,94694.19
2020 Sep_sector 36,22534.76
2020 Sep_sector 37,15735.45
2020 Sep_sector 38,51927.72
2020 Sep_sector 39,643.3
2020 Sep_sector 40,254.81
2020 Sep_sector 41,0.0
2020 Sep_sector 42,10437.73
2020 Sep_sector 43,18471.61
2020 Sep_sector 44,38878.23
2020 Sep_sector 45,244002.96
2020 Sep_sector 46,19853.53
2020 Sep_sector 47,167369.34
2020 Sep_sector 48,5063.67
2020 Sep_sector 49,1417.59
2020 Sep_sector 50,29469.91
2020 Sep_sector 51,141551.68
2020 Sep_sector 52,0.0
2020 Sep_sector 53,11514.36
2020 Sep_sector 54,72485.27
2020 Sep_sector 55,490793.31
2020 Sep_sector 56,459.7
2020 Sep_sector 57,400274.86
2020 Sep_sector 58,0.0
2020 Sep_sector 59,15556.27
2020 Sep_sector 60,13075.97
2020 Sep_sector 61,33707.91
2020 Sep_sector 62,9871.69
2020 Sep_sector 63,37855.06
2020 Sep_sector 64,4453.16
2020 Sep_sector 65,47443.24
2020 Sep_sector 66,33760.92
2020 Sep_sector 67,127146.37
2020 Sep_sector 68,32025.28
2020 Sep_sector 69,11729.34
2020 Sep_sector 70,10541.61
2020 Sep_sector 71,17599.56
2020 Sep_sector 72,2535.62
2020 Sep_sector 73,7080.67
2020 Sep_sector 74,1296.18
2020 Sep_sector 75,1780.71
2020 Sep_sector 76,2417.24
2020 Sep_sector 77,31559.8
2020 Sep_sector 78,0.0
2020 Sep_sector 79,82678.72
2020 Sep_sector 80,140041.03
2020 Sep_sector 81,13549.79
2020 Sep_sector 82,12357.44
2020 Sep_sector 83,40579.88
2020 Sep_sector 84,28397.41
2020 Sep_sector 85,366062.26
2020 Sep_sector 86,139599.76
2020 Sep_sector 87,0.0
2020 Sep_sector 88,7471.62
2020 Sep_sector 89,0.0
2020 Sep_sector 90,0.0
2020 Sep_sector 91,17955.27
2020 Sep_sector 92,74935.93
2020 Sep_sector 93,472095.08
2020 Sep_sector 94,132896.11
2020 Sep_sector 95,0.0
2020 Sep_sector 96,914.99
2020 Oct_sector 1,17459.4
2020 Oct_sector 2,10046.49
2020 Oct_sector 3,0.0
2020 Oct_sector 4,174888.65
2020 Oct_sector 5,0.0
2020 Oct_sector 6,66504.75
2020 Oct_sector 7,3539.23
2020 Oct_sector 8,7225.32
2020 Oct_sector 9,8580.91
2020 Oct_sector 10,535.96
2020 Oct_sector 11,3526.1
2020 Oct_sector 12,29529.69
2020 Oct_sector 13,19970.44
2020 Oct_sector 14,31059.15
2020 Oct_sector 15,0.0
2020 Oct_sector 16,22563.27
2020 Oct_sector 17,6720.08
2020 Oct_sector 18,11059.05
2020 Oct_sector 19,0.0
2020 Oct_sector 20,46376.99
2020 Oct_sector 21,3638.31
2020 Oct_sector 22,71367.07
2020 Oct_sector 23,9935.14
2020 Oct_sector 24,85584.59
2020 Oct_sector 25,225314.91
2020 Oct_sector 26,43258.18
2020 Oct_sector 27,7694.0
2020 Oct_sector 28,0.0
2020 Oct_sector 29,1321.25
2020 Oct_sector 30,22657.96
2020 Oct_sector 31,81516.37
2020 Oct_sector 32,0.0
2020 Oct_sector 33,6100.04
2020 Oct_sector 34,18449.52
2020 Oct_sector 35,59112.15
2020 Oct_sector 36,15194.16
2020 Oct_sector 37,6044.27
2020 Oct_sector 38,31420.08
2020 Oct_sector 39,1640.9
2020 Oct_sector 40,0.0
2020 Oct_sector 41,1378.22
2020 Oct_sector 42,11242.06
2020 Oct_sector 43,149608.22
2020 Oct_sector 44,28034.54
2020 Oct_sector 45,103687.69
2020 Oct_sector 46,13838.95
2020 Oct_sector 47,50965.41
2020 Oct_sector 48,6678.2
2020 Oct_sector 49,95.23
2020 Oct_sector 50,52621.56
2020 Oct_sector 51,117536.3
2020 Oct_sector 52,0.0
2020 Oct_sector 53,8730.21
2020 Oct_sector 54,92846.63
2020 Oct_sector 55,516771.57
2020 Oct_sector 56,906.82
2020 Oct_sector 57,81604.08
2020 Oct_sector 58,0.0
2020 Oct_sector 59,14039.08
2020 Oct_sector 60,12159.52
2020 Oct_sector 61,83327.46
2020 Oct_sector 62,22304.05
2020 Oct_sector 63,40217.83
2020 Oct_sector 64,2110.73
2020 Oct_sector 65,24749.22
2020 Oct_sector 66,144524.76
2020 Oct_sector 67,17098.44
2020 Oct_sector 68,33187.24
2020 Oct_sector 69,6613.21
2020 Oct_sector 70,4802.28
2020 Oct_sector 71,392.92
2020 Oct_sector 72,2454.63
2020 Oct_sector 73,15009.21
2020 Oct_sector 74,2086.86
2020 Oct_sector 75,734.17
2020 Oct_sector 76,890.18
2020 Oct_sector 77,34640.94
2020 Oct_sector 78,0.0
2020 Oct_sector 79,80211.41
2020 Oct_sector 80,103672.23
2020 Oct_sector 81,5199.05
2020 Oct_sector 82,17811.81
2020 Oct_sector 83,51460.21
2020 Oct_sector 84,29870.2
2020 Oct_sector 85,252658.58
2020 Oct_sector 86,154408.56
2020 Oct_sector 87,554.08
2020 Oct_sector 88,17660.42
2020 Oct_sector 89,0.0
2020 Oct_sector 90,0.0
2020 Oct_sector 91,18904.32
2020 Oct_sector 92,70007.3
2020 Oct_sector 93,170156.73
2020 Oct_sector 94,103164.2
2020 Oct_sector 95,0.0
2020 Oct_sector 96,0.0
2020 Nov_sector 1,16218.94
2020 Nov_sector 2,6197.82
2020 Nov_sector 3,0.0
2020 Nov_sector 4,268357.85
2020 Nov_sector 5,0.0
2020 Nov_sector 6,76955.08
2020 Nov_sector 7,2464.46
2020 Nov_sector 8,9094.69
2020 Nov_sector 9,8109.64
2020 Nov_sector 10,564.39
2020 Nov_sector 11,18425.13
2020 Nov_sector 12,27674.36
2020 Nov_sector 13,37037.37
2020 Nov_sector 14,0.0
2020 Nov_sector 15,2676.01
2020 Nov_sector 16,24703.34
2020 Nov_sector 17,1971.02
2020 Nov_sector 18,18911.93
2020 Nov_sector 19,0.0
2020 Nov_sector 20,176044.82
2020 Nov_sector 21,13365.2
2020 Nov_sector 22,178100.15
2020 Nov_sector 23,14175.31
2020 Nov_sector 24,91429.35
2020 Nov_sector 25,170877.96
2020 Nov_sector 26,68125.58
2020 Nov_sector 27,16031.27
2020 Nov_sector 28,239.71
2020 Nov_sector 29,862.71
2020 Nov_sector 30,27321.48
2020 Nov_sector 31,57741.4
2020 Nov_sector 32,0.0
2020 Nov_sector 33,2673.99
2020 Nov_sector 34,18622.82
2020 Nov_sector 35,90084.51
2020 Nov_sector 36,12645.43
2020 Nov_sector 37,79883.46
2020 Nov_sector 38,80903.86
2020 Nov_sector 39,1102.23
2020 Nov_sector 40,2878.55
2020 Nov_sector 41,461.99
2020 Nov_sector 42,59340.95
2020 Nov_sector 43,51142.44
2020 Nov_sector 44,43104.05
2020 Nov_sector 45,112714.31
2020 Nov_sector 46,14971.23
2020 Nov_sector 47,54513.33
2020 Nov_sector 48,37045.15
2020 Nov_sector 49,98.86
2020 Nov_sector 50,45140.36
2020 Nov_sector 51,64354.05
2020 Nov_sector 52,0.0
2020 Nov_sector 53,8344.97
2020 Nov_sector 54,57550.03
2020 Nov_sector 55,280632.43
2020 Nov_sector 56,538.77
2020 Nov_sector 57,75980.45
2020 Nov_sector 58,103.65
2020 Nov_sector 59,12831.41
2020 Nov_sector 60,15323.34
2020 Nov_sector 61,52046.08
2020 Nov_sector 62,22774.36
2020 Nov_sector 63,22743.49
2020 Nov_sector 64,7590.94
2020 Nov_sector 65,18649.5
2020 Nov_sector 66,155827.29
2020 Nov_sector 67,18405.78
2020 Nov_sector 68,30686.67
2020 Nov_sector 69,5635.05
2020 Nov_sector 70,5202.37
2020 Nov_sector 71,289.16
2020 Nov_sector 72,1815.52
2020 Nov_sector 73,12910.2
2020 Nov_sector 74,1406.13
2020 Nov_sector 75,1593.29
2020 Nov_sector 76,0.0
2020 Nov_sector 77,27512.69
2020 Nov_sector 78,0.0
2020 Nov_sector 79,97162.65
2020 Nov_sector 80,129111.51
2020 Nov_sector 81,3964.72
2020 Nov_sector 82,9971.16
2020 Nov_sector 83,67250.94
2020 Nov_sector 84,16968.28
2020 Nov_sector 85,221546.61
2020 Nov_sector 86,132897.34
2020 Nov_sector 87,0.0
2020 Nov_sector 88,42654.41
2020 Nov_sector 89,0.0
2020 Nov_sector 90,0.0
2020 Nov_sector 91,13697.74
2020 Nov_sector 92,57532.5
2020 Nov_sector 93,163310.53
2020 Nov_sector 94,258623.11
2020 Nov_sector 95,0.0
2020 Nov_sector 96,0.0
2020 Dec_sector 1,32730.56
2020 Dec_sector 2,18064.63
2020 Dec_sector 3,0.0
2020 Dec_sector 4,269694.04
2020 Dec_sector 5,936.18
2020 Dec_sector 6,88604.35
2020 Dec_sector 7,8527.16
2020 Dec_sector 8,12842.7
2020 Dec_sector 9,9086.31
2020 Dec_sector 10,985.53
2020 Dec_sector 11,17210.25
2020 Dec_sector 12,35010.6
2020 Dec_sector 13,66482.72
2020 Dec_sector 14,1191.26
2020 Dec_sector 15,694.79
2020 Dec_sector 16,21212.83
2020 Dec_sector 17,0.0
2020 Dec_sector 18,17973.66
2020 Dec_sector 19,0.0
2020 Dec_sector 20,133575.96
2020 Dec_sector 21,17227.31
2020 Dec_sector 22,44789.09
2020 Dec_sector 23,21795.06
2020 Dec_sector 24,163363.32
2020 Dec_sector 25,70526.81
2020 Dec_sector 26,27672.55
2020 Dec_sector 27,13243.78
2020 Dec_sector 28,319292.06
2020 Dec_sector 29,78144.54
2020 Dec_sector 30,24393.56
2020 Dec_sector 31,72895.98
2020 Dec_sector 32,0.0
2020 Dec_sector 33,30904.71
2020 Dec_sector 34,91298.11
2020 Dec_sector 35,85823.13
2020 Dec_sector 36,17950.69
2020 Dec_sector 37,38213.68
2020 Dec_sector 38,111637.27
2020 Dec_sector 39,920.38
2020 Dec_sector 40,18497.34
2020 Dec_sector 41,0.0
2020 Dec_sector 42,50075.24
2020 Dec_sector 43,63026.73
2020 Dec_sector 44,46614.21
2020 Dec_sector 45,110196.73
2020 Dec_sector 46,26627.23
2020 Dec_sector 47,136023.5
2020 Dec_sector 48,23704.78
2020 Dec_sector 49,89.91
2020 Dec_sector 50,80268.72
2020 Dec_sector 51,181355.85
2020 Dec_sector 52,0.0
2020 Dec_sector 53,4252.83
2020 Dec_sector 54,79980.51
2020 Dec_sector 55,325155.1
2020 Dec_sector 56,110430.53
2020 Dec_sector 57,62033.13
2020 Dec_sector 58,0.0
2020 Dec_sector 59,39683.5
2020 Dec_sector 60,33004.34
2020 Dec_sector 61,69239.36
2020 Dec_sector 62,22534.11
2020 Dec_sector 63,25144.27
2020 Dec_sector 64,6368.89
2020 Dec_sector 65,39800.56
2020 Dec_sector 66,606407.64
2020 Dec_sector 67,19130.2
2020 Dec_sector 68,45124.0
2020 Dec_sector 69,9078.13
2020 Dec_sector 70,4773.61
2020 Dec_sector 71,1639.47
2020 Dec_sector 72,2905.06
2020 Dec_sector 73,9756.5
2020 Dec_sector 74,0.0
2020 Dec_sector 75,1896.2
2020 Dec_sector 76,0.0
2020 Dec_sector 77,35815.34
2020 Dec_sector 78,0.0
2020 Dec_sector 79,196783.42
2020 Dec_sector 80,221954.19
2020 Dec_sector 81,908.25
2020 Dec_sector 82,8677.79
2020 Dec_sector 83,121895.99
2020 Dec_sector 84,30618.65
2020 Dec_sector 85,318646.11
2020 Dec_sector 86,319159.99
2020 Dec_sector 87,0.0
2020 Dec_sector 88,58222.24
2020 Dec_sector 89,0.0
2020 Dec_sector 90,0.0
2020 Dec_sector 91,22638.07
2020 Dec_sector 92,51623.83
2020 Dec_sector 93,119329.35
2020 Dec_sector 94,222215.21
2020 Dec_sector 95,0.0
2020 Dec_sector 96,1274.87
2021 Jan_sector 1,139229.64
2021 Jan_sector 2,14087.68
2021 Jan_sector 3,0.0
2021 Jan_sector 4,265326.78
2021 Jan_sector 5,471.2
2021 Jan_sector 6,72989.15
2021 Jan_sector 7,6042.25
2021 Jan_sector 8,5840.49
2021 Jan_sector 9,19492.07
2021 Jan_sector 10,191.69
2021 Jan_sector 11,5920.85
2021 Jan_sector 12,14692.8
2021 Jan_sector 13,56740.46
2021 Jan_sector 14,3633.9
2021 Jan_sector 15,431.52
2021 Jan_sector 16,16952.05
2021 Jan_sector 17,4377.81
2021 Jan_sector 18,17898.1
2021 Jan_sector 19,0.0
2021 Jan_sector 20,91833.63
2021 Jan_sector 21,13050.45
2021 Jan_sector 22,15009.95
2021 Jan_sector 23,17226.52
2021 Jan_sector 24,35959.29
2021 Jan_sector 25,54047.63
2021 Jan_sector 26,67038.95
2021 Jan_sector 27,11840.28
2021 Jan_sector 28,44497.63
2021 Jan_sector 29,21003.14
2021 Jan_sector 30,23824.28
2021 Jan_sector 31,97775.49
2021 Jan_sector 32,0.0
2021 Jan_sector 33,5776.27
2021 Jan_sector 34,68893.08
2021 Jan_sector 35,103705.67
2021 Jan_sector 36,34755.96
2021 Jan_sector 37,37442.14
2021 Jan_sector 38,136283.6
2021 Jan_sector 39,486.27
2021 Jan_sector 40,0.0
2021 Jan_sector 41,455.82
2021 Jan_sector 42,10467.52
2021 Jan_sector 43,90123.44
2021 Jan_sector 44,62922.0
2021 Jan_sector 45,91666.63
2021 Jan_sector 46,24966.93
2021 Jan_sector 47,108766.34
2021 Jan_sector 48,27093.04
2021 Jan_sector 49,107.57
2021 Jan_sector 50,100095.16
2021 Jan_sector 51,87663.5
2021 Jan_sector 52,0.0
2021 Jan_sector 53,0.0
2021 Jan_sector 54,63900.94
2021 Jan_sector 55,344696.65
2021 Jan_sector 56,51009.54
2021 Jan_sector 57,120817.15
2021 Jan_sector 58,0.0
2021 Jan_sector 59,48206.55
2021 Jan_sector 60,41496.33
2021 Jan_sector 61,29577.07
2021 Jan_sector 62,19323.05
2021 Jan_sector 63,15420.55
2021 Jan_sector 64,5730.91
2021 Jan_sector 65,48182.3
2021 Jan_sector 66,226588.26
2021 Jan_sector 67,15395.44
2021 Jan_sector 68,22132.24
2021 Jan_sector 69,5784.83
2021 Jan_sector 70,3655.01
2021 Jan_sector 71,196115.77
2021 Jan_sector 72,850.69
2021 Jan_sector 73,30180.56
2021 Jan_sector 74,0.0
2021 Jan_sector 75,1306.39
2021 Jan_sector 76,4809.19
2021 Jan_sector 77,22554.75
2021 Jan_sector 78,1939.77
2021 Jan_sector 79,61739.2
2021 Jan_sector 80,185344.95
2021 Jan_sector 81,5946.13
2021 Jan_sector 82,4640.66
2021 Jan_sector 83,98632.41
2021 Jan_sector 84,17447.26
2021 Jan_sector 85,282240.79
2021 Jan_sector 86,149855.87
2021 Jan_sector 87,0.0
2021 Jan_sector 88,31120.32
2021 Jan_sector 89,0.0
2021 Jan_sector 90,0.0
2021 Jan_sector 91,27275.49
2021 Jan_sector 92,80574.6
2021 Jan_sector 93,91040.43
2021 Jan_sector 94,113407.1
2021 Jan_sector 95,0.0
2021 Jan_sector 96,1853.04
2021 Feb_sector 1,39535.28
2021 Feb_sector 2,13434.98
2021 Feb_sector 3,0.0
2021 Feb_sector 4,90931.96
2021 Feb_sector 5,0.0
2021 Feb_sector 6,37425.12
2021 Feb_sector 7,3935.21
2021 Feb_sector 8,4263.38
2021 Feb_sector 9,4844.32
2021 Feb_sector 10,0.0
2021 Feb_sector 11,4180.53
2021 Feb_sector 12,11336.05
2021 Feb_sector 13,36744.05
2021 Feb_sector 14,0.0
2021 Feb_sector 15,0.0
2021 Feb_sector 16,10218.83
2021 Feb_sector 17,1365.18
2021 Feb_sector 18,12884.39
2021 Feb_sector 19,0.0
2021 Feb_sector 20,34080.46
2021 Feb_sector 21,6061.16
2021 Feb_sector 22,2214.8
2021 Feb_sector 23,6860.72
2021 Feb_sector 24,24882.32
2021 Feb_sector 25,34730.75
2021 Feb_sector 26,23851.04
2021 Feb_sector 27,10315.89
2021 Feb_sector 28,11528.17
2021 Feb_sector 29,12924.37
2021 Feb_sector 30,15656.39
2021 Feb_sector 31,42448.91
2021 Feb_sector 32,0.0
2021 Feb_sector 33,5642.34
2021 Feb_sector 34,56529.46
2021 Feb_sector 35,42456.42
2021 Feb_sector 36,25087.38
2021 Feb_sector 37,47958.79
2021 Feb_sector 38,112401.71
2021 Feb_sector 39,0.0
2021 Feb_sector 40,0.0
2021 Feb_sector 41,474.14
2021 Feb_sector 42,15969.98
2021 Feb_sector 43,36330.71
2021 Feb_sector 44,14141.87
2021 Feb_sector 45,44730.45
2021 Feb_sector 46,16505.91
2021 Feb_sector 47,62619.34
2021 Feb_sector 48,17293.61
2021 Feb_sector 49,0.0
2021 Feb_sector 50,24777.6
2021 Feb_sector 51,53921.93
2021 Feb_sector 52,0.0
2021 Feb_sector 53,1042.17
2021 Feb_sector 54,18717.75
2021 Feb_sector 55,142529.23
2021 Feb_sector 56,19972.05
2021 Feb_sector 57,44035.87
2021 Feb_sector 58,0.0
2021 Feb_sector 59,27709.35
2021 Feb_sector 60,15671.01
2021 Feb_sector 61,25789.16
2021 Feb_sector 62,9715.0
2021 Feb_sector 63,7656.62
2021 Feb_sector 64,2288.91
2021 Feb_sector 65,36197.02
2021 Feb_sector 66,42780.08
2021 Feb_sector 67,7053.55
2021 Feb_sector 68,17309.77
2021 Feb_sector 69,3954.51
2021 Feb_sector 70,1799.82
2021 Feb_sector 71,3722.55
2021 Feb_sector 72,2569.15
2021 Feb_sector 73,10281.35
2021 Feb_sector 74,0.0
2021 Feb_sector 75,1533.22
2021 Feb_sector 76,2505.3
2021 Feb_sector 77,10778.56
2021 Feb_sector 78,1957.15
2021 Feb_sector 79,33511.6
2021 Feb_sector 80,152087.27
2021 Feb_sector 81,0.0
2021 Feb_sector 82,1330.83
2021 Feb_sector 83,48292.31
2021 Feb_sector 84,16747.97
2021 Feb_sector 85,116170.35
2021 Feb_sector 86,189640.57
2021 Feb_sector 87,0.0
2021 Feb_sector 88,32540.16
2021 Feb_sector 89,0.0
2021 Feb_sector 90,0.0
2021 Feb_sector 91,10750.07
2021 Feb_sector 92,28145.07
2021 Feb_sector 93,45926.32
2021 Feb_sector 94,75181.51
2021 Feb_sector 95,0.0
2021 Feb_sector 96,0.0
2021 Mar_sector 1,64290.01
2021 Mar_sector 2,13646.28
2021 Mar_sector 3,0.0
2021 Mar_sector 4,156728.68
2021 Mar_sector 5,409.24
2021 Mar_sector 6,103792.15
2021 Mar_sector 7,4688.82
2021 Mar_sector 8,8083.75
2021 Mar_sector 9,5830.42
2021 Mar_sector 10,175.51
2021 Mar_sector 11,8901.14
2021 Mar_sector 12,20112.08
2021 Mar_sector 13,91015.92
2021 Mar_sector 14,6465.32
2021 Mar_sector 15,0.0
2021 Mar_sector 16,30027.23
2021 Mar_sector 17,2731.92
2021 Mar_sector 18,24967.79
2021 Mar_sector 19,0.0
2021 Mar_sector 20,84420.35
2021 Mar_sector 21,13628.24
2021 Mar_sector 22,33855.2
2021 Mar_sector 23,12170.89
2021 Mar_sector 24,13421.88
2021 Mar_sector 25,59439.3
2021 Mar_sector 26,30861.33
2021 Mar_sector 27,13578.92
2021 Mar_sector 28,27113.16
2021 Mar_sector 29,32416.0
2021 Mar_sector 30,42006.48
2021 Mar_sector 31,80320.49
2021 Mar_sector 32,0.0
2021 Mar_sector 33,8436.85
2021 Mar_sector 34,52932.22
2021 Mar_sector 35,85282.61
2021 Mar_sector 36,26197.31
2021 Mar_sector 37,27971.38
2021 Mar_sector 38,144339.36
2021 Mar_sector 39,524.52
2021 Mar_sector 40,623.01
2021 Mar_sector 41,737.07
2021 Mar_sector 42,13433.5
2021 Mar_sector 43,96264.1
2021 Mar_sector 44,64508.11
2021 Mar_sector 45,81352.31
2021 Mar_sector 46,18157.23
2021 Mar_sector 47,72192.18
2021 Mar_sector 48,26673.93
2021 Mar_sector 49,299.46
2021 Mar_sector 50,50659.14
2021 Mar_sector 51,77652.24
2021 Mar_sector 52,0.0
2021 Mar_sector 53,285.39
2021 Mar_sector 54,51203.32
2021 Mar_sector 55,269393.62
2021 Mar_sector 56,16273.43
2021 Mar_sector 57,121816.57
2021 Mar_sector 58,0.0
2021 Mar_sector 59,37402.5
2021 Mar_sector 60,32245.67
2021 Mar_sector 61,43646.19
2021 Mar_sector 62,14805.82
2021 Mar_sector 63,2853.9
2021 Mar_sector 64,1303.25
2021 Mar_sector 65,41550.61
2021 Mar_sector 66,39876.16
2021 Mar_sector 67,10919.51
2021 Mar_sector 68,27540.92
2021 Mar_sector 69,6733.57
2021 Mar_sector 70,7632.6
2021 Mar_sector 71,49576.77
2021 Mar_sector 72,5321.04
2021 Mar_sector 73,17887.41
2021 Mar_sector 74,1817.45
2021 Mar_sector 75,2659.29
2021 Mar_sector 76,9144.12
2021 Mar_sector 77,16627.18
2021 Mar_sector 78,196.19
2021 Mar_sector 79,185564.72
2021 Mar_sector 80,306122.31
2021 Mar_sector 81,4484.2
2021 Mar_sector 82,2663.04
2021 Mar_sector 83,75497.73
2021 Mar_sector 84,24784.09
2021 Mar_sector 85,251960.83
2021 Mar_sector 86,201144.42
2021 Mar_sector 87,0.0
2021 Mar_sector 88,38742.62
2021 Mar_sector 89,0.0
2021 Mar_sector 90,0.0
2021 Mar_sector 91,13965.71
2021 Mar_sector 92,59800.31
2021 Mar_sector 93,84896.42
2021 Mar_sector 94,92469.64
2021 Mar_sector 95,0.0
2021 Mar_sector 96,0.0
2021 Apr_sector 1,12449.91
2021 Apr_sector 2,20505.19
2021 Apr_sector 3,0.0
2021 Apr_sector 4,164941.53
2021 Apr_sector 5,1271.52
2021 Apr_sector 6,86096.67
2021 Apr_sector 7,4309.03
2021 Apr_sector 8,5135.53
2021 Apr_sector 9,27917.03
2021 Apr_sector 10,230.87
2021 Apr_sector 11,7819.04
2021 Apr_sector 12,11418.3
2021 Apr_sector 13,74611.79
2021 Apr_sector 14,6700.27
2021 Apr_sector 15,3311.28
2021 Apr_sector 16,37916.12
2021 Apr_sector 17,6275.97
2021 Apr_sector 18,17676.28
2021 Apr_sector 19,0.0
2021 Apr_sector 20,83720.51
2021 Apr_sector 21,13388.19
2021 Apr_sector 22,12141.01
2021 Apr_sector 23,31872.18
2021 Apr_sector 24,27361.45
2021 Apr_sector 25,68002.21
2021 Apr_sector 26,94493.24
2021 Apr_sector 27,17015.08
2021 Apr_sector 28,82915.69
2021 Apr_sector 29,42723.68
2021 Apr_sector 30,28380.67
2021 Apr_sector 31,105789.93
2021 Apr_sector 32,0.0
2021 Apr_sector 33,5653.62
2021 Apr_sector 34,46125.67
2021 Apr_sector 35,65553.12
2021 Apr_sector 36,17059.8
2021 Apr_sector 37,34972.76
2021 Apr_sector 38,251562.26
2021 Apr_sector 39,225.51
2021 Apr_sector 40,0.0
2021 Apr_sector 41,494.45
2021 Apr_sector 42,15553.24
2021 Apr_sector 43,50406.05
2021 Apr_sector 44,36323.95
2021 Apr_sector 45,66922.1
2021 Apr_sector 46,19590.02
2021 Apr_sector 47,62057.5
2021 Apr_sector 48,33339.27
2021 Apr_sector 49,0.0
2021 Apr_sector 50,53455.26
2021 Apr_sector 51,103762.55
2021 Apr_sector 52,0.0
2021 Apr_sector 53,583.06
2021 Apr_sector 54,45185.69
2021 Apr_sector 55,241375.73
2021 Apr_sector 56,25563.9
2021 Apr_sector 57,92013.78
2021 Apr_sector 58,0.0
2021 Apr_sector 59,34273.25
2021 Apr_sector 60,22985.44
2021 Apr_sector 61,41905.18
2021 Apr_sector 62,10927.37
2021 Apr_sector 63,4097.3
2021 Apr_sector 64,3062.28
