month,sector,num_land_transactions,construction_area,planned_building_area,transaction_amount,yr,m,sector_num
2019-Jan,sector 35,0,0.0,0.0,0.0,2019,1,35
2019-Jan,sector 36,0,0.0,0.0,0.0,2019,1,36
2019-Jan,sector 37,0,0.0,0.0,0.0,2019,1,37
2019-Jan,sector 38,0,0.0,0.0,0.0,2019,1,38
2019-Jan,sector 39,0,0.0,0.0,0.0,2019,1,39
2019-Jan,sector 40,0,0.0,0.0,0.0,2019,1,40
2019_Jan,sector 41,0,0.0,0.0,0.0,2019,1,41
2019-Jan,sector 42,0,0.0,0.0,0.0,2019,1,42
2019-Jan,sector 43,0,0.0,0.0,0.0,2019,1,43
2019-Jan,sector 44,0,0.0,0.0,0.0,2019,1,44
2019-Jan,sector 45,0,0.0,0.0,0.0,2019,1,45
2019-Jan,sector 46,0,0.0,0.0,0.0,2019,1,46
2019-Jan,sector 47,0,0.0,0.0,0.0,2019,1,47
2019-Jan,sector 48,0,0.0,0.0,0.0,2019,1,48
2019-Jan,sector 49,0,0.0,0.0,0.0,2019,1,49
2019-Jan,sector 50,0,0.0,0.0,0.0,2019,1,50
2019-Jan,sector 51,0,0.0,0.0,0.0,2019,1,51
2019_Jan,sector 52,0,0.0,0.0,0.0,2019,1,52
2019-Jan,sector 53,0,0.0,0.0,0.0,2019,1,53
2019-Jan,sector 54,0,0.0,0.0,0.0,2019,1,54
2019-Jan,sector 55,0,0.0,0.0,0.0,2019,1,55
2019-Jan,sector 56,0,0.0,0.0,0.0,2019,1,56
2019-Jan,sector 57,0,0.0,0.0,0.0,2019,1,57
2019-Jan,sector 58,0,0.0,0.0,0.0,2019,1,58
2019-Jan,sector 59,0,0.0,0.0,0.0,2019,1,59
2019-Jan,sector 60,0,0.0,0.0,0.0,2019,1,60
2019-Jan,sector 61,0,0.0,0.0,0.0,2019,1,61
2019-Jan,sector 62,0,0.0,0.0,0.0,2019,1,62
2019-Jan,sector 63,0,0.0,0.0,0.0,2019,1,63
2019-Jan,sector 64,0,0.0,0.0,0.0,2019,1,64
2019-Jan,sector 65,0,0.0,0.0,0.0,2019,1,65
2019-Jan,sector 66,0,0.0,0.0,0.0,2019,1,66
2019-Jan,sector 67,0,0.0,0.0,0.0,2019,1,67
2019-Jan,sector 68,0,0.0,0.0,0.0,2019,1,68
2019-Jan,sector 69,0,0.0,0.0,0.0,2019,1,69
2019-Jan,sector 70,0,0.0,0.0,0.0,2019,1,70
2019-Jan,sector 71,0,0.0,0.0,0.0,2019,1,71
2019_Jan,sector 72,0,0.0,0.0,0.0,2019,1,72
2019-Jan,sector 73,0,0.0,0.0,0.0,2019,1,73
2019-Jan,sector 74,0,0.0,0.0,0.0,2019,1,74
2019_Jan,sector 75,0,0.0,0.0,0.0,2019,1,75
2019-Jan,sector 76,0,0.0,0.0,0.0,2019,1,76
2019-Jan,sector 77,0,0.0,0.0,0.0,2019,1,77
2019-Jan,sector 78,0,0.0,0.0,0.0,2019,1,78
2019-Jan,sector 79,0,0.0,0.0,0.0,2019,1,79
2019-Jan,sector 80,0,0.0,0.0,0.0,2019,1,80
2019-Jan,sector 81,0,0.0,0.0,0.0,2019,1,81
2019-Jan,sector 82,0,0.0,0.0,0.0,2019,1,82
2019-Jan,sector 83,0,0.0,0.0,0.0,2019,1,83
2019-Jan,sector 84,0,0.0,0.0,0.0,2019,1,84
2019-Jan,sector 85,1,37363.0,93408.0,158794.0,2019,1,85
2019-Jan,sector 86,0,0.0,0.0,0.0,2019,1,86
2019_Jan,sector 87,0,0.0,0.0,0.0,2019,1,87
2019-Jan,sector 88,0,0.0,0.0,0.0,2019,1,88
2019-Jan,sector 89,0,0.0,0.0,0.0,2019,1,89
2019-Jan,sector 90,0,0.0,0.0,0.0,2019,1,90
2019-Jan,sector 91,0,0.0,0.0,0.0,2019,1,91
2019-Jan,sector 92,0,0.0,0.0,0.0,2019,1,92
2019-Jan,sector 93,0,0.0,0.0,0.0,2019,1,93
2019-Jan,sector 94,0,0.0,0.0,0.0,2019,1,94
2019-Jan,sector 95,0,0.0,0.0,0.0,2019,1,95
2019-Jan,sector 96,0,0.0,0.0,0.0,2019,1,96
2019-Feb,sector 1,0,0.0,0.0,0.0,2019,2,1
2019-Feb,sector 2,0,0.0,0.0,0.0,2019,2,2
2019-Feb,sector 3,0,0.0,0.0,0.0,2019,2,3
2019-Feb,sector 4,0,0.0,0.0,0.0,2019,2,4
2019-Feb,sector 5,0,0.0,0.0,0.0,2019,2,5
2019-Feb,sector 6,0,0.0,0.0,0.0,2019,2,6
2019-Feb,sector 7,0,0.0,0.0,0.0,2019,2,7
2019-Feb,sector 8,0,0.0,0.0,0.0,2019,2,8
2019-Feb,sector 9,0,0.0,0.0,0.0,2019,2,9
2019-Feb,sector 10,0,0.0,0.0,0.0,2019,2,10
2019-Feb,sector 11,0,0.0,0.0,0.0,2019,2,11
2019-Feb,sector 12,0,0.0,0.0,0.0,2019,2,12
2019-Feb,sector 13,0,0.0,0.0,0.0,2019,2,13
2019-Feb,sector 14,0,0.0,0.0,0.0,2019,2,14
2019-Feb,sector 15,0,0.0,0.0,0.0,2019,2,15
2019-Feb,sector 16,0,0.0,0.0,0.0,2019,2,16
2019-Feb,sector 17,0,0.0,0.0,0.0,2019,2,17
2019-Feb,sector 18,0,0.0,0.0,0.0,2019,2,18
2019_Feb,sector 19,0,0.0,0.0,0.0,2019,2,19
2019-Feb,sector 20,0,0.0,0.0,0.0,2019,2,20
2019-Feb,sector 21,0,0.0,0.0,0.0,2019,2,21
2019_Feb,sector 22,0,0.0,0.0,0.0,2019,2,22
2019-Feb,sector 23,0,0.0,0.0,0.0,2019,2,23
2019-Feb,sector 24,0,0.0,0.0,0.0,2019,2,24
2019-Feb,sector 25,0,0.0,0.0,0.0,2019,2,25
2019-Feb,sector 26,0,0.0,0.0,0.0,2019,2,26
2019-Feb,sector 27,0,0.0,0.0,0.0,2019,2,27
2019-Feb,sector 28,0,0.0,0.0,0.0,2019,2,28
2019-Feb,sector 29,0,0.0,0.0,0.0,2019,2,29
2019-Feb,sector 30,0,0.0,0.0,0.0,2019,2,30
2019-Feb,sector 31,0,0.0,0.0,0.0,2019,2,31
2019-Feb,sector 32,0,0.0,0.0,0.0,2019,2,32
2019_Feb,sector 33,0,0.0,0.0,0.0,2019,2,33
2019-Feb,sector 34,0,0.0,0.0,0.0,2019,2,34
2019-Feb,sector 35,0,0.0,0.0,0.0,2019,2,35
2019-Feb,sector 36,0,0.0,0.0,0.0,2019,2,36
2019-Feb,sector 37,0,0.0,0.0,0.0,2019,2,37
2019-Feb,sector 38,0,0.0,0.0,0.0,2019,2,38
2019-Feb,sector 39,0,0.0,0.0,0.0,2019,2,39
2019-Feb,sector 40,0,0.0,0.0,0.0,2019,2,40
2019_Feb,sector 41,0,0.0,0.0,0.0,2019,2,41
2019-Feb,sector 42,0,0.0,0.0,0.0,2019,2,42
2019-Feb,sector 43,0,0.0,0.0,0.0,2019,2,43
2019-Feb,sector 44,0,0.0,0.0,0.0,2019,2,44
2019-Feb,sector 45,0,0.0,0.0,0.0,2019,2,45
2019-Feb,sector 46,0,0.0,0.0,0.0,2019,2,46
2019-Feb,sector 47,0,0.0,0.0,0.0,2019,2,47
2019-Feb,sector 48,0,0.0,0.0,0.0,2019,2,48
2019-Feb,sector 49,0,0.0,0.0,0.0,2019,2,49
2019-Feb,sector 50,0,0.0,0.0,0.0,2019,2,50
2019-Feb,sector 51,0,0.0,0.0,0.0,2019,2,51
2019_Feb,sector 52,0,0.0,0.0,0.0,2019,2,52
2019-Feb,sector 53,0,0.0,0.0,0.0,2019,2,53
2019-Feb,sector 54,0,0.0,0.0,0.0,2019,2,54
2019-Feb,sector 55,0,0.0,0.0,0.0,2019,2,55
2019-Feb,sector 56,0,0.0,0.0,0.0,2019,2,56
2019-Feb,sector 57,1,193081.0,665000.0,667870.0,2019,2,57
2019-Feb,sector 58,0,0.0,0.0,0.0,2019,2,58
2019-Feb,sector 59,0,0.0,0.0,0.0,2019,2,59
2019-Feb,sector 60,0,0.0,0.0,0.0,2019,2,60
2019-Feb,sector 61,0,0.0,0.0,0.0,2019,2,61
2019-Feb,sector 62,0,0.0,0.0,0.0,2019,2,62
2019-Feb,sector 63,0,0.0,0.0,0.0,2019,2,63
2019-Feb,sector 64,0,0.0,0.0,0.0,2019,2,64
2019-Feb,sector 65,0,0.0,0.0,0.0,2019,2,65
2019-Feb,sector 66,0,0.0,0.0,0.0,2019,2,66
2019-Feb,sector 67,0,0.0,0.0,0.0,2019,2,67
2019-Feb,sector 68,0,0.0,0.0,0.0,2019,2,68
2019-Feb,sector 69,0,0.0,0.0,0.0,2019,2,69
2019-Feb,sector 70,0,0.0,0.0,0.0,2019,2,70
2019-Feb,sector 71,0,0.0,0.0,0.0,2019,2,71
2019_Feb,sector 72,0,0.0,0.0,0.0,2019,2,72
2019-Feb,sector 73,0,0.0,0.0,0.0,2019,2,73
2019-Feb,sector 74,0,0.0,0.0,0.0,2019,2,74
2019_Feb,sector 75,0,0.0,0.0,0.0,2019,2,75
2019-Feb,sector 76,1,28125.0,98939.0,370676.0,2019,2,76
2019-Feb,sector 77,0,0.0,0.0,0.0,2019,2,77
2019-Feb,sector 78,0,0.0,0.0,0.0,2019,2,78
2019-Feb,sector 79,0,0.0,0.0,0.0,2019,2,79
2019-Feb,sector 80,0,0.0,0.0,0.0,2019,2,80
2019-Feb,sector 81,0,0.0,0.0,0.0,2019,2,81
2019-Feb,sector 82,0,0.0,0.0,0.0,2019,2,82
2019-Feb,sector 83,0,0.0,0.0,0.0,2019,2,83
2019-Feb,sector 84,0,0.0,0.0,0.0,2019,2,84
2019-Feb,sector 85,0,0.0,0.0,0.0,2019,2,85
2019-Feb,sector 86,0,0.0,0.0,0.0,2019,2,86
2019_Feb,sector 87,0,0.0,0.0,0.0,2019,2,87
2019-Feb,sector 88,0,0.0,0.0,0.0,2019,2,88
2019-Feb,sector 89,0,0.0,0.0,0.0,2019,2,89
2019-Feb,sector 90,0,0.0,0.0,0.0,2019,2,90
2019-Feb,sector 91,0,0.0,0.0,0.0,2019,2,91
2019-Feb,sector 92,0,0.0,0.0,0.0,2019,2,92
2019-Feb,sector 93,0,0.0,0.0,0.0,2019,2,93
2019-Feb,sector 94,0,0.0,0.0,0.0,2019,2,94
2019-Feb,sector 95,0,0.0,0.0,0.0,2019,2,95
2019-Feb,sector 96,0,0.0,0.0,0.0,2019,2,96
2019-Mar,sector 1,0,0.0,0.0,0.0,2019,3,1
2019-Mar,sector 2,0,0.0,0.0,0.0,2019,3,2
2019-Mar,sector 3,0,0.0,0.0,0.0,2019,3,3
2019-Mar,sector 4,0,0.0,0.0,0.0,2019,3,4
2019-Mar,sector 5,0,0.0,0.0,0.0,2019,3,5
2019-Mar,sector 6,0,0.0,0.0,0.0,2019,3,6
2019-Mar,sector 7,0,0.0,0.0,0.0,2019,3,7
2019-Mar,sector 8,0,0.0,0.0,0.0,2019,3,8
2019-Mar,sector 9,0,0.0,0.0,0.0,2019,3,9
2019-Mar,sector 10,0,0.0,0.0,0.0,2019,3,10
2019-Mar,sector 11,0,0.0,0.0,0.0,2019,3,11
2019-Mar,sector 12,0,0.0,0.0,0.0,2019,3,12
2019-Mar,sector 13,0,0.0,0.0,0.0,2019,3,13
2019-Mar,sector 14,0,0.0,0.0,0.0,2019,3,14
2019-Mar,sector 15,0,0.0,0.0,0.0,2019,3,15
2019-Mar,sector 16,0,0.0,0.0,0.0,2019,3,16
2019-Mar,sector 17,0,0.0,0.0,0.0,2019,3,17
2019-Mar,sector 18,0,0.0,0.0,0.0,2019,3,18
2019_Mar,sector 19,0,0.0,0.0,0.0,2019,3,19
2019-Mar,sector 20,0,0.0,0.0,0.0,2019,3,20
2019-Mar,sector 21,0,0.0,0.0,0.0,2019,3,21
2019_Mar,sector 22,0,0.0,0.0,0.0,2019,3,22
2019-Mar,sector 23,0,0.0,0.0,0.0,2019,3,23
2019-Mar,sector 24,0,0.0,0.0,0.0,2019,3,24
2019-Mar,sector 25,0,0.0,0.0,0.0,2019,3,25
2019-Mar,sector 26,0,0.0,0.0,0.0,2019,3,26
2019-Mar,sector 27,0,0.0,0.0,0.0,2019,3,27
2019-Mar,sector 28,0,0.0,0.0,0.0,2019,3,28
2019-Mar,sector 29,0,0.0,0.0,0.0,2019,3,29
2019-Mar,sector 30,0,0.0,0.0,0.0,2019,3,30
2019-Mar,sector 31,0,0.0,0.0,0.0,2019,3,31
2019-Mar,sector 32,0,0.0,0.0,0.0,2019,3,32
2019_Mar,sector 33,0,0.0,0.0,0.0,2019,3,33
2019-Mar,sector 34,0,0.0,0.0,0.0,2019,3,34
2019-Mar,sector 35,0,0.0,0.0,0.0,2019,3,35
2019-Mar,sector 36,0,0.0,0.0,0.0,2019,3,36
2019-Mar,sector 37,0,0.0,0.0,0.0,2019,3,37
2019-Mar,sector 38,0,0.0,0.0,0.0,2019,3,38
2019-Mar,sector 39,0,0.0,0.0,0.0,2019,3,39
2019-Mar,sector 40,0,0.0,0.0,0.0,2019,3,40
2019_Mar,sector 41,0,0.0,0.0,0.0,2019,3,41
2019-Mar,sector 42,0,0.0,0.0,0.0,2019,3,42
2019-Mar,sector 43,0,0.0,0.0,0.0,2019,3,43
2019-Mar,sector 44,0,0.0,0.0,0.0,2019,3,44
2019-Mar,sector 45,0,0.0,0.0,0.0,2019,3,45
2019-Mar,sector 46,0,0.0,0.0,0.0,2019,3,46
2019-Mar,sector 47,0,0.0,0.0,0.0,2019,3,47
2019-Mar,sector 48,0,0.0,0.0,0.0,2019,3,48
2019-Mar,sector 49,0,0.0,0.0,0.0,2019,3,49
2019-Mar,sector 50,0,0.0,0.0,0.0,2019,3,50
2019-Mar,sector 51,0,0.0,0.0,0.0,2019,3,51
2019_Mar,sector 52,0,0.0,0.0,0.0,2019,3,52
2019-Mar,sector 53,0,0.0,0.0,0.0,2019,3,53
2019-Mar,sector 54,0,0.0,0.0,0.0,2019,3,54
2019-Mar,sector 55,0,0.0,0.0,0.0,2019,3,55
2019-Mar,sector 56,0,0.0,0.0,0.0,2019,3,56
2019-Mar,sector 57,0,0.0,0.0,0.0,2019,3,57
2019-Mar,sector 58,0,0.0,0.0,0.0,2019,3,58
2019-Mar,sector 59,0,0.0,0.0,0.0,2019,3,59
2019-Mar,sector 60,0,0.0,0.0,0.0,2019,3,60
2019-Mar,sector 61,0,0.0,0.0,0.0,2019,3,61
2019-Mar,sector 62,0,0.0,0.0,0.0,2019,3,62
2019-Mar,sector 63,0,0.0,0.0,0.0,2019,3,63
2019-Mar,sector 64,0,0.0,0.0,0.0,2019,3,64
2019-Mar,sector 65,0,0.0,0.0,0.0,2019,3,65
2019-Mar,sector 66,0,0.0,0.0,0.0,2019,3,66
2019-Mar,sector 67,0,0.0,0.0,0.0,2019,3,67
2019-Mar,sector 68,0,0.0,0.0,0.0,2019,3,68
2019-Mar,sector 69,0,0.0,0.0,0.0,2019,3,69
2019-Mar,sector 70,0,0.0,0.0,0.0,2019,3,70
2019-Mar,sector 71,0,0.0,0.0,0.0,2019,3,71
2019_Mar,sector 72,0,0.0,0.0,0.0,2019,3,72
2019-Mar,sector 73,0,0.0,0.0,0.0,2019,3,73
2019-Mar,sector 74,0,0.0,0.0,0.0,2019,3,74
2019_Mar,sector 75,0,0.0,0.0,0.0,2019,3,75
2019-Mar,sector 76,0,0.0,0.0,0.0,2019,3,76
2019-Mar,sector 77,0,0.0,0.0,0.0,2019,3,77
2019-Mar,sector 78,0,0.0,0.0,0.0,2019,3,78
2019-Mar,sector 79,0,0.0,0.0,0.0,2019,3,79
2019-Mar,sector 80,0,0.0,0.0,0.0,2019,3,80
2019-Mar,sector 81,0,0.0,0.0,0.0,2019,3,81
2019-Mar,sector 82,0,0.0,0.0,0.0,2019,3,82
2019-Mar,sector 83,0,0.0,0.0,0.0,2019,3,83
2019-Mar,sector 84,0,0.0,0.0,0.0,2019,3,84
2019-Mar,sector 85,0,0.0,0.0,0.0,2019,3,85
2019-Mar,sector 86,0,0.0,0.0,0.0,2019,3,86
2019_Mar,sector 87,0,0.0,0.0,0.0,2019,3,87
2019-Mar,sector 88,0,0.0,0.0,0.0,2019,3,88
2019-Mar,sector 89,0,0.0,0.0,0.0,2019,3,89
2019-Mar,sector 90,0,0.0,0.0,0.0,2019,3,90
2019-Mar,sector 91,0,0.0,0.0,0.0,2019,3,91
2019-Mar,sector 92,0,0.0,0.0,0.0,2019,3,92
2019-Mar,sector 93,0,0.0,0.0,0.0,2019,3,93
2019-Mar,sector 94,0,0.0,0.0,0.0,2019,3,94
2019-Mar,sector 95,0,0.0,0.0,0.0,2019,3,95
2019-Mar,sector 96,0,0.0,0.0,0.0,2019,3,96
2019-Apr,sector 1,0,0.0,0.0,0.0,2019,4,1
2019-Apr,sector 2,0,0.0,0.0,0.0,2019,4,2
2019-Apr,sector 3,0,0.0,0.0,0.0,2019,4,3
2019-Apr,sector 4,0,0.0,0.0,0.0,2019,4,4
2019-Apr,sector 5,0,0.0,0.0,0.0,2019,4,5
2019-Apr,sector 6,0,0.0,0.0,0.0,2019,4,6
2019-Apr,sector 7,0,0.0,0.0,0.0,2019,4,7
2019-Apr,sector 8,0,0.0,0.0,0.0,2019,4,8
2019-Apr,sector 9,0,0.0,0.0,0.0,2019,4,9
2019-Apr,sector 10,0,0.0,0.0,0.0,2019,4,10
2019-Apr,sector 11,0,0.0,0.0,0.0,2019,4,11
2019-Apr,sector 12,0,0.0,0.0,0.0,2019,4,12
2019-Apr,sector 13,0,0.0,0.0,0.0,2019,4,13
2019-Apr,sector 14,0,0.0,0.0,0.0,2019,4,14
2019-Apr,sector 15,0,0.0,0.0,0.0,2019,4,15
2019-Apr,sector 16,0,0.0,0.0,0.0,2019,4,16
2019-Apr,sector 17,0,0.0,0.0,0.0,2019,4,17
2019-Apr,sector 18,0,0.0,0.0,0.0,2019,4,18
2019_Apr,sector 19,0,0.0,0.0,0.0,2019,4,19
2019-Apr,sector 20,0,0.0,0.0,0.0,2019,4,20
2019-Apr,sector 21,0,0.0,0.0,0.0,2019,4,21
2019_Apr,sector 22,0,0.0,0.0,0.0,2019,4,22
2019-Apr,sector 23,0,0.0,0.0,0.0,2019,4,23
2019-Apr,sector 24,0,0.0,0.0,0.0,2019,4,24
2019-Apr,sector 25,1,28801.0,86403.0,139067.0,2019,4,25
2019-Apr,sector 26,0,0.0,0.0,0.0,2019,4,26
2019-Apr,sector 27,0,0.0,0.0,0.0,2019,4,27
2019-Apr,sector 28,0,0.0,0.0,0.0,2019,4,28
2019-Apr,sector 29,0,0.0,0.0,0.0,2019,4,29
2019-Apr,sector 30,0,0.0,0.0,0.0,2019,4,30
2019-Apr,sector 31,0,0.0,0.0,0.0,2019,4,31
2019-Apr,sector 32,0,0.0,0.0,0.0,2019,4,32
2019_Apr,sector 33,0,0.0,0.0,0.0,2019,4,33
2019-Apr,sector 34,0,0.0,0.0,0.0,2019,4,34
2019-Apr,sector 35,0,0.0,0.0,0.0,2019,4,35
2019-Apr,sector 36,0,0.0,0.0,0.0,2019,4,36
2019-Apr,sector 37,0,0.0,0.0,0.0,2019,4,37
2019-Apr,sector 38,0,0.0,0.0,0.0,2019,4,38
2019-Apr,sector 39,0,0.0,0.0,0.0,2019,4,39
2019-Apr,sector 40,0,0.0,0.0,0.0,2019,4,40
2019_Apr,sector 41,0,0.0,0.0,0.0,2019,4,41
2019-Apr,sector 42,0,0.0,0.0,0.0,2019,4,42
2019-Apr,sector 43,0,0.0,0.0,0.0,2019,4,43
2019-Apr,sector 44,0,0.0,0.0,0.0,2019,4,44
2019-Apr,sector 45,0,0.0,0.0,0.0,2019,4,45
2019-Apr,sector 46,0,0.0,0.0,0.0,2019,4,46
2019-Apr,sector 47,0,0.0,0.0,0.0,2019,4,47
2019-Apr,sector 48,0,0.0,0.0,0.0,2019,4,48
2019-Apr,sector 49,0,0.0,0.0,0.0,2019,4,49
2019-Apr,sector 50,0,0.0,0.0,0.0,2019,4,50
2019-Apr,sector 51,0,0.0,0.0,0.0,2019,4,51
2019_Apr,sector 52,0,0.0,0.0,0.0,2019,4,52
2019-Apr,sector 53,0,0.0,0.0,0.0,2019,4,53
2019-Apr,sector 54,0,0.0,0.0,0.0,2019,4,54
2019-Apr,sector 55,1,45404.9,136214.7,122600.0,2019,4,55
2019-Apr,sector 56,0,0.0,0.0,0.0,2019,4,56
2019-Apr,sector 57,0,0.0,0.0,0.0,2019,4,57
2019-Apr,sector 58,0,0.0,0.0,0.0,2019,4,58
2019-Apr,sector 59,2,72312.0,211124.0,452593.0,2019,4,59
2019-Apr,sector 60,0,0.0,0.0,0.0,2019,4,60
2019-Apr,sector 61,0,0.0,0.0,0.0,2019,4,61
2019-Apr,sector 62,0,0.0,0.0,0.0,2019,4,62
2019-Apr,sector 63,0,0.0,0.0,0.0,2019,4,63
2019-Apr,sector 64,0,0.0,0.0,0.0,2019,4,64
2019-Apr,sector 65,0,0.0,0.0,0.0,2019,4,65
2019-Apr,sector 66,0,0.0,0.0,0.0,2019,4,66
2019-Apr,sector 67,0,0.0,0.0,0.0,2019,4,67
2019-Apr,sector 68,0,0.0,0.0,0.0,2019,4,68
2019-Apr,sector 69,0,0.0,0.0,0.0,2019,4,69
2019-Apr,sector 70,0,0.0,0.0,0.0,2019,4,70
2019-Apr,sector 71,0,0.0,0.0,0.0,2019,4,71
2019_Apr,sector 72,0,0.0,0.0,0.0,2019,4,72
2019-Apr,sector 73,0,0.0,0.0,0.0,2019,4,73
2019-Apr,sector 74,0,0.0,0.0,0.0,2019,4,74
2019_Apr,sector 75,0,0.0,0.0,0.0,2019,4,75
2019-Apr,sector 76,0,0.0,0.0,0.0,2019,4,76
2019-Apr,sector 77,0,0.0,0.0,0.0,2019,4,77
2019-Apr,sector 78,0,0.0,0.0,0.0,2019,4,78
2019-Apr,sector 79,0,0.0,0.0,0.0,2019,4,79
2019-Apr,sector 80,0,0.0,0.0,0.0,2019,4,80
2019-Apr,sector 81,0,0.0,0.0,0.0,2019,4,81
2019-Apr,sector 82,0,0.0,0.0,0.0,2019,4,82
2019-Apr,sector 83,0,0.0,0.0,0.0,2019,4,83
2019-Apr,sector 84,0,0.0,0.0,0.0,2019,4,84
2019-Apr,sector 85,0,0.0,0.0,0.0,2019,4,85
2019-Apr,sector 86,1,12460.0,56706.0,196571.0,2019,4,86
2019_Apr,sector 87,0,0.0,0.0,0.0,2019,4,87
2019-Apr,sector 88,0,0.0,0.0,0.0,2019,4,88
2019-Apr,sector 89,0,0.0,0.0,0.0,2019,4,89
2019-Apr,sector 90,0,0.0,0.0,0.0,2019,4,90
2019-Apr,sector 91,0,0.0,0.0,0.0,2019,4,91
2019-Apr,sector 92,2,50992.48,152977.44,192200.0,2019,4,92
2019-Apr,sector 93,0,0.0,0.0,0.0,2019,4,93
2019-Apr,sector 94,0,0.0,0.0,0.0,2019,4,94
2019-Apr,sector 95,0,0.0,0.0,0.0,2019,4,95
2019-Apr,sector 96,0,0.0,0.0,0.0,2019,4,96
2019-May,sector 1,0,0.0,0.0,0.0,2019,5,1
2019-May,sector 2,0,0.0,0.0,0.0,2019,5,2
2019-May,sector 3,0,0.0,0.0,0.0,2019,5,3
2019-May,sector 4,0,0.0,0.0,0.0,2019,5,4
2019-May,sector 5,0,0.0,0.0,0.0,2019,5,5
2019-May,sector 6,0,0.0,0.0,0.0,2019,5,6
2019-May,sector 7,0,0.0,0.0,0.0,2019,5,7
2019-May,sector 8,0,0.0,0.0,0.0,2019,5,8
2019-May,sector 9,0,0.0,0.0,0.0,2019,5,9
2019-May,sector 10,0,0.0,0.0,0.0,2019,5,10
2019-May,sector 11,0,0.0,0.0,0.0,2019,5,11
2019-May,sector 12,0,0.0,0.0,0.0,2019,5,12
2019-May,sector 13,0,0.0,0.0,0.0,2019,5,13
2019-May,sector 14,0,0.0,0.0,0.0,2019,5,14
2019-May,sector 15,0,0.0,0.0,0.0,2019,5,15
2019-May,sector 16,0,0.0,0.0,0.0,2019,5,16
2019-May,sector 17,0,0.0,0.0,0.0,2019,5,17
2019-May,sector 18,0,0.0,0.0,0.0,2019,5,18
2019_May,sector 19,0,0.0,0.0,0.0,2019,5,19
2019-May,sector 20,0,0.0,0.0,0.0,2019,5,20
2019-May,sector 21,0,0.0,0.0,0.0,2019,5,21
2019_May,sector 22,0,0.0,0.0,0.0,2019,5,22
2019-May,sector 23,0,0.0,0.0,0.0,2019,5,23
2019-May,sector 24,0,0.0,0.0,0.0,2019,5,24
2019-May,sector 25,0,0.0,0.0,0.0,2019,5,25
2019-May,sector 26,0,0.0,0.0,0.0,2019,5,26
2019-May,sector 27,0,0.0,0.0,0.0,2019,5,27
2019-May,sector 28,0,0.0,0.0,0.0,2019,5,28
2019-May,sector 29,0,0.0,0.0,0.0,2019,5,29
2019-May,sector 30,0,0.0,0.0,0.0,2019,5,30
2019-May,sector 31,0,0.0,0.0,0.0,2019,5,31
2019-May,sector 32,0,0.0,0.0,0.0,2019,5,32
2019_May,sector 33,0,0.0,0.0,0.0,2019,5,33
2019-May,sector 34,0,0.0,0.0,0.0,2019,5,34
2019-May,sector 35,0,0.0,0.0,0.0,2019,5,35
2019-May,sector 36,0,0.0,0.0,0.0,2019,5,36
2019-May,sector 37,0,0.0,0.0,0.0,2019,5,37
2019-May,sector 38,0,0.0,0.0,0.0,2019,5,38
2019-May,sector 39,0,0.0,0.0,0.0,2019,5,39
