id,new_house_transaction_amount
2021 Aug_sector 95,0.0
2021 Aug_sector 96,0.0
2021 Sep_sector 1,22291.01
2021 Sep_sector 2,10974.17
2021 Sep_sector 3,0.0
2021 Sep_sector 4,43205.67
2021 Sep_sector 5,0.0
2021 Sep_sector 6,67477.42
2021 Sep_sector 7,16508.7
2021 Sep_sector 8,3224.12
2021 Sep_sector 9,20452.44
2021 Sep_sector 10,0.0
2021 Sep_sector 11,5209.3
2021 Sep_sector 12,1115.4
2021 Sep_sector 13,33835.92
2021 Sep_sector 14,3974.64
2021 Sep_sector 15,0.0
2021 Sep_sector 16,3805.17
2021 Sep_sector 17,12847.56
2021 Sep_sector 18,28480.57
2021 Sep_sector 19,0.0
2021 Sep_sector 20,68169.41
2021 Sep_sector 21,5211.56
2021 Sep_sector 22,0.0
2021 Sep_sector 23,23157.92
2021 Sep_sector 24,7599.28
2021 Sep_sector 25,52308.08
2021 Sep_sector 26,9266.81
2021 Sep_sector 27,8950.27
2021 Sep_sector 28,9032.71
2021 Sep_sector 29,47196.7
2021 Sep_sector 30,29806.0
2021 Sep_sector 31,72596.7
2021 Sep_sector 32,0.0
2021 Sep_sector 33,3446.75
2021 Sep_sector 34,21589.22
2021 Sep_sector 35,31035.55
2021 Sep_sector 36,11036.01
2021 Sep_sector 37,33429.8
2021 Sep_sector 38,12028.12
2021 Sep_sector 39,524.28
2021 Sep_sector 40,0.0
2021 Sep_sector 41,0.0
2021 Sep_sector 42,88404.64
2021 Sep_sector 43,61758.14
2021 Sep_sector 44,156522.8
2021 Sep_sector 45,20530.15
2021 Sep_sector 46,18195.76
2021 Sep_sector 47,36887.39
2021 Sep_sector 48,16617.37
2021 Sep_sector 49,0.0
2021 Sep_sector 50,37095.45
2021 Sep_sector 51,69767.9
2021 Sep_sector 52,0.0
2021 Sep_sector 53,389.58
2021 Sep_sector 54,26370.52
2021 Sep_sector 55,198739.19
2021 Sep_sector 56,11327.15
2021 Sep_sector 57,29679.48
2021 Sep_sector 58,133.66
2021 Sep_sector 59,10802.54
2021 Sep_sector 60,40157.32
2021 Sep_sector 61,86820.39
2021 Sep_sector 62,16228.27
2021 Sep_sector 63,66268.32
2021 Sep_sector 64,7001.62
2021 Sep_sector 65,32814.38
2021 Sep_sector 66,20118.59
2021 Sep_sector 67,5560.38
2021 Sep_sector 68,12606.47
2021 Sep_sector 69,2632.23
2021 Sep_sector 70,1153.49
2021 Sep_sector 71,13801.72
2021 Sep_sector 72,8625.28
2021 Sep_sector 73,10650.55
2021 Sep_sector 74,0.0
2021 Sep_sector 75,1476.44
2021 Sep_sector 76,9491.96
2021 Sep_sector 77,64835.62
2021 Sep_sector 78,0.0
2021 Sep_sector 79,25744.87
2021 Sep_sector 80,175154.93
2021 Sep_sector 81,4807.02
2021 Sep_sector 82,0.0
2021 Sep_sector 83,40917.03
2021 Sep_sector 84,3243.0
2021 Sep_sector 85,219935.63
2021 Sep_sector 86,86294.14
2021 Sep_sector 87,0.0
2021 Sep_sector 88,22257.28
2021 Sep_sector 89,0.0
2021 Sep_sector 90,0.0
2021 Sep_sector 91,15372.86
2021 Sep_sector 92,32943.62
2021 Sep_sector 93,24084.48
2021 Sep_sector 94,22547.49
2021 Sep_sector 95,0.0
2021 Sep_sector 96,0.0
2021 Oct_sector 1,17255.42
2021 Oct_sector 2,14627.59
2021 Oct_sector 3,0.0
2021 Oct_sector 4,59230.44
2021 Oct_sector 5,0.0
2021 Oct_sector 6,40447.56
2021 Oct_sector 7,27579.22
2021 Oct_sector 8,2760.95
2021 Oct_sector 9,6253.68
2021 Oct_sector 10,25499.18
2021 Oct_sector 11,10197.3
2021 Oct_sector 12,824.79
2021 Oct_sector 13,42723.32
2021 Oct_sector 14,12042.93
2021 Oct_sector 15,0.0
2021 Oct_sector 16,8320.17
2021 Oct_sector 17,16797.03
2021 Oct_sector 18,17752.91
2021 Oct_sector 19,0.0
2021 Oct_sector 20,46121.78
2021 Oct_sector 21,1167.2
2021 Oct_sector 22,0.0
2021 Oct_sector 23,17911.67
2021 Oct_sector 24,12056.43
2021 Oct_sector 25,47514.83
2021 Oct_sector 26,14642.25
2021 Oct_sector 27,16859.6
2021 Oct_sector 28,13717.38
2021 Oct_sector 29,25476.91
2021 Oct_sector 30,10769.69
2021 Oct_sector 31,51668.93
2021 Oct_sector 32,0.0
2021 Oct_sector 33,0.0
2021 Oct_sector 34,17419.83
2021 Oct_sector 35,12030.97
2021 Oct_sector 36,179275.37
2021 Oct_sector 37,7803.6
2021 Oct_sector 38,41073.34
2021 Oct_sector 39,672.86
2021 Oct_sector 40,0.0
2021 Oct_sector 41,458.84
2021 Oct_sector 42,74663.65
2021 Oct_sector 43,39011.76
2021 Oct_sector 44,211076.22
2021 Oct_sector 45,24997.02
2021 Oct_sector 46,20898.45
2021 Oct_sector 47,35643.51
2021 Oct_sector 48,19271.61
2021 Oct_sector 49,0.0
2021 Oct_sector 50,28225.06
2021 Oct_sector 51,64496.38
2021 Oct_sector 52,0.0
2021 Oct_sector 53,0.0
2021 Oct_sector 54,38514.64
2021 Oct_sector 55,160214.68
2021 Oct_sector 56,12405.34
2021 Oct_sector 57,30322.05
2021 Oct_sector 58,0.0
2021 Oct_sector 59,25858.64
2021 Oct_sector 60,55548.24
2021 Oct_sector 61,92018.27
2021 Oct_sector 62,20568.69
2021 Oct_sector 63,59973.35
2021 Oct_sector 64,3543.21
2021 Oct_sector 65,24127.9
2021 Oct_sector 66,28232.8
2021 Oct_sector 67,4440.33
2021 Oct_sector 68,44588.24
2021 Oct_sector 69,2690.48
2021 Oct_sector 70,1127.26
2021 Oct_sector 71,16984.55
2021 Oct_sector 72,128.04
2021 Oct_sector 73,8039.01
2021 Oct_sector 74,0.0
2021 Oct_sector 75,0.0
2021 Oct_sector 76,3155.51
2021 Oct_sector 77,45057.97
2021 Oct_sector 78,275.61
2021 Oct_sector 79,159733.41
2021 Oct_sector 80,107359.22
2021 Oct_sector 81,0.0
2021 Oct_sector 82,0.0
2021 Oct_sector 83,50929.03
2021 Oct_sector 84,13233.21
2021 Oct_sector 85,173087.56
2021 Oct_sector 86,86636.91
2021 Oct_sector 87,0.0
2021 Oct_sector 88,13176.12
2021 Oct_sector 89,0.0
2021 Oct_sector 90,0.0
2021 Oct_sector 91,14060.59
2021 Oct_sector 92,34920.75
2021 Oct_sector 93,20365.42
2021 Oct_sector 94,23724.82
2021 Oct_sector 95,0.0
2021 Oct_sector 96,0.0
2021 Nov_sector 1,11267.58
2021 Nov_sector 2,11271.33
2021 Nov_sector 3,0.0
2021 Nov_sector 4,137115.71
2021 Nov_sector 5,0.0
2021 Nov_sector 6,49574.91
2021 Nov_sector 7,38623.88
2021 Nov_sector 8,4535.62
2021 Nov_sector 9,5464.54
2021 Nov_sector 10,22224.72
2021 Nov_sector 11,5602.87
2021 Nov_sector 12,704.55
2021 Nov_sector 13,39695.67
2021 Nov_sector 14,0.0
2021 Nov_sector 15,0.0
2021 Nov_sector 16,5276.03
2021 Nov_sector 17,55320.38
2021 Nov_sector 18,21409.22
2021 Nov_sector 19,0.0
2021 Nov_sector 20,32530.44
2021 Nov_sector 21,7006.9
2021 Nov_sector 22,536.54
2021 Nov_sector 23,6495.34
2021 Nov_sector 24,49627.84
2021 Nov_sector 25,74881.86
2021 Nov_sector 26,45033.39
2021 Nov_sector 27,30805.47
2021 Nov_sector 28,75767.48
2021 Nov_sector 29,30896.37
2021 Nov_sector 30,28761.36
2021 Nov_sector 31,39032.09
2021 Nov_sector 32,0.0
2021 Nov_sector 33,436.33
2021 Nov_sector 34,24128.64
2021 Nov_sector 35,16040.32
2021 Nov_sector 36,245623.02
2021 Nov_sector 37,15378.16
2021 Nov_sector 38,54300.19
2021 Nov_sector 39,219.97
2021 Nov_sector 40,0.0
2021 Nov_sector 41,0.0
2021 Nov_sector 42,109630.0
2021 Nov_sector 43,14264.18
2021 Nov_sector 44,13150.43
2021 Nov_sector 45,45019.32
2021 Nov_sector 46,19884.49
2021 Nov_sector 47,39909.73
2021 Nov_sector 48,137849.92
2021 Nov_sector 49,0.0
2021 Nov_sector 50,36162.34
2021 Nov_sector 51,73525.06
2021 Nov_sector 52,0.0
2021 Nov_sector 53,0.0
2021 Nov_sector 54,52385.17
2021 Nov_sector 55,213916.45
2021 Nov_sector 56,24400.65
2021 Nov_sector 57,17565.65
2021 Nov_sector 58,0.0
2021 Nov_sector 59,34750.38
2021 Nov_sector 60,51280.77
2021 Nov_sector 61,97014.01
2021 Nov_sector 62,61484.37
2021 Nov_sector 63,52077.23
2021 Nov_sector 64,3534.48
2021 Nov_sector 65,10616.45
2021 Nov_sector 66,68656.93
2021 Nov_sector 67,3273.85
2021 Nov_sector 68,35190.99
2021 Nov_sector 69,3744.16
2021 Nov_sector 70,1627.35
2021 Nov_sector 71,48513.39
2021 Nov_sector 72,2615.59
2021 Nov_sector 73,17750.01
2021 Nov_sector 74,0.0
2021 Nov_sector 75,0.0
2021 Nov_sector 76,8515.09
2021 Nov_sector 77,43548.52
2021 Nov_sector 78,0.0
2021 Nov_sector 79,169773.36
2021 Nov_sector 80,109473.36
2021 Nov_sector 81,1450.07
2021 Nov_sector 82,1316.59
2021 Nov_sector 83,110605.94
2021 Nov_sector 84,30418.43
2021 Nov_sector 85,145002.09
2021 Nov_sector 86,74437.6
2021 Nov_sector 87,0.0
2021 Nov_sector 88,16109.27
2021 Nov_sector 89,0.0
2021 Nov_sector 90,1650.99
2021 Nov_sector 91,41827.56
2021 Nov_sector 92,38602.84
2021 Nov_sector 93,19829.08
2021 Nov_sector 94,26951.63
2021 Nov_sector 95,0.0
2021 Nov_sector 96,0.0
2021 Dec_sector 1,24490.89
2021 Dec_sector 2,14802.59
2021 Dec_sector 3,0.0
2021 Dec_sector 4,123645.73
2021 Dec_sector 5,0.0
2021 Dec_sector 6,44930.61
2021 Dec_sector 7,16114.78
2021 Dec_sector 8,6245.35
2021 Dec_sector 9,8071.87
2021 Dec_sector 10,57633.56
2021 Dec_sector 11,11813.0
2021 Dec_sector 12,424.85
2021 Dec_sector 13,64595.35
2021 Dec_sector 14,8738.27
2021 Dec_sector 15,0.0
2021 Dec_sector 16,87083.86
2021 Dec_sector 17,66654.72
2021 Dec_sector 18,35985.93
2021 Dec_sector 19,0.0
2021 Dec_sector 20,38359.6
2021 Dec_sector 21,1685.08
2021 Dec_sector 22,285255.34
2021 Dec_sector 23,11947.36
2021 Dec_sector 24,311709.75
2021 Dec_sector 25,58603.16
2021 Dec_sector 26,18797.22
2021 Dec_sector 27,35210.44
2021 Dec_sector 28,127284.4
2021 Dec_sector 29,71177.66
2021 Dec_sector 30,30823.72
2021 Dec_sector 31,42049.66
2021 Dec_sector 32,0.0
2021 Dec_sector 33,0.0
2021 Dec_sector 34,10928.47
2021 Dec_sector 35,25837.39
2021 Dec_sector 36,103854.05
2021 Dec_sector 37,14931.22
2021 Dec_sector 38,182681.91
2021 Dec_sector 39,221.38
2021 Dec_sector 40,0.0
2021 Dec_sector 41,480.44
2021 Dec_sector 42,90743.3
2021 Dec_sector 43,63663.15
2021 Dec_sector 44,48753.17
2021 Dec_sector 45,34545.5
2021 Dec_sector 46,19102.73
2021 Dec_sector 47,68777.57
2021 Dec_sector 48,133075.87
2021 Dec_sector 49,653.7
2021 Dec_sector 50,73301.52
2021 Dec_sector 51,107495.99
2021 Dec_sector 52,0.0
2021 Dec_sector 53,0.0
2021 Dec_sector 54,79373.24
2021 Dec_sector 55,342041.01
2021 Dec_sector 56,17485.59
2021 Dec_sector 57,51524.7
2021 Dec_sector 58,0.0
2021 Dec_sector 59,52012.45
2021 Dec_sector 60,51701.72
2021 Dec_sector 61,179219.2
2021 Dec_sector 62,30001.27
2021 Dec_sector 63,47716.17
2021 Dec_sector 64,7630.94
2021 Dec_sector 65,142064.71
2021 Dec_sector 66,542251.17
2021 Dec_sector 67,7283.27
2021 Dec_sector 68,25357.56
2021 Dec_sector 69,4619.56
2021 Dec_sector 70,2095.77
2021 Dec_sector 71,36236.91
2021 Dec_sector 72,470.96
2021 Dec_sector 73,3058.18
2021 Dec_sector 74,2420.92
2021 Dec_sector 75,1317.24
2021 Dec_sector 76,10110.32
2021 Dec_sector 77,45311.53
2021 Dec_sector 78,3504.05
2021 Dec_sector 79,176374.78
2021 Dec_sector 80,320451.87
2021 Dec_sector 81,134031.45
2021 Dec_sector 82,1123.79
2021 Dec_sector 83,93550.96
2021 Dec_sector 84,21453.47
2021 Dec_sector 85,289933.64
2021 Dec_sector 86,242278.04
2021 Dec_sector 87,0.0
2021 Dec_sector 88,10934.98
2021 Dec_sector 89,0.0
2021 Dec_sector 90,0.0
2021 Dec_sector 91,47488.96
2021 Dec_sector 92,49436.31
2021 Dec_sector 93,17793.07
2021 Dec_sector 94,62561.15
2021 Dec_sector 95,0.0
2021 Dec_sector 96,0.0
2022 Jan_sector 1,2116.24
2022 Jan_sector 2,6800.33
2022 Jan_sector 3,0.0
2022 Jan_sector 4,43853.58
2022 Jan_sector 5,0.0
2022 Jan_sector 6,38240.72
2022 Jan_sector 7,1331.29
2022 Jan_sector 8,3031.86
2022 Jan_sector 9,4862.57
2022 Jan_sector 10,14893.84
2022 Jan_sector 11,2660.36
2022 Jan_sector 12,438.81
2022 Jan_sector 13,12960.57
2022 Jan_sector 14,0.0
2022 Jan_sector 15,0.0
2022 Jan_sector 16,7296.92
2022 Jan_sector 17,9109.68
2022 Jan_sector 18,16054.3
2022 Jan_sector 19,0.0
2022 Jan_sector 20,13033.17
2022 Jan_sector 21,1011.4
2022 Jan_sector 22,37240.18
2022 Jan_sector 23,7560.28
2022 Jan_sector 24,33457.58
2022 Jan_sector 25,53282.58
2022 Jan_sector 26,70971.97
2022 Jan_sector 27,12284.58
2022 Jan_sector 28,117160.22
2022 Jan_sector 29,21057.44
2022 Jan_sector 30,18628.38
2022 Jan_sector 31,20277.64
2022 Jan_sector 32,0.0
2022 Jan_sector 33,0.0
2022 Jan_sector 34,4750.07
2022 Jan_sector 35,25607.97
2022 Jan_sector 36,48423.22
2022 Jan_sector 37,9655.59
2022 Jan_sector 38,17725.35
2022 Jan_sector 39,0.0
2022 Jan_sector 40,0.0
2022 Jan_sector 41,0.0
2022 Jan_sector 42,41807.89
2022 Jan_sector 43,23479.92
2022 Jan_sector 44,15920.54
2022 Jan_sector 45,21505.83
2022 Jan_sector 46,9828.65
2022 Jan_sector 47,33643.49
2022 Jan_sector 48,55341.99
2022 Jan_sector 49,745.09
2022 Jan_sector 50,34129.75
2022 Jan_sector 51,34189.58
2022 Jan_sector 52,0.0
2022 Jan_sector 53,0.0
2022 Jan_sector 54,150793.75
2022 Jan_sector 55,111305.96
2022 Jan_sector 56,13878.4
2022 Jan_sector 57,17206.77
2022 Jan_sector 58,0.0
2022 Jan_sector 59,32609.92
2022 Jan_sector 60,32335.25
2022 Jan_sector 61,59637.38
2022 Jan_sector 62,45184.51
2022 Jan_sector 63,13698.38
2022 Jan_sector 64,1950.58
2022 Jan_sector 65,19867.68
2022 Jan_sector 66,116692.74
2022 Jan_sector 67,8143.33
2022 Jan_sector 68,20832.8
2022 Jan_sector 69,2682.24
2022 Jan_sector 70,1638.4
2022 Jan_sector 71,37411.29
2022 Jan_sector 72,0.0
2022 Jan_sector 73,981.84
2022 Jan_sector 74,0.0
2022 Jan_sector 75,2109.58
2022 Jan_sector 76,4703.96
2022 Jan_sector 77,32851.77
2022 Jan_sector 78,0.0
2022 Jan_sector 79,107769.01
2022 Jan_sector 80,55653.28
2022 Jan_sector 81,17688.19
2022 Jan_sector 82,0.0
2022 Jan_sector 83,56329.9
2022 Jan_sector 84,24106.13
2022 Jan_sector 85,134195.02
2022 Jan_sector 86,25189.78
2022 Jan_sector 87,446.35
2022 Jan_sector 88,9419.99
2022 Jan_sector 89,0.0
2022 Jan_sector 90,0.0
2022 Jan_sector 91,15745.97
2022 Jan_sector 92,29207.66
2022 Jan_sector 93,11521.07
2022 Jan_sector 94,35511.9
2022 Jan_sector 95,0.0
2022 Jan_sector 96,0.0
2022 Feb_sector 1,1700.66
2022 Feb_sector 2,7329.54
2022 Feb_sector 3,35326.43
2022 Feb_sector 4,30958.12
2022 Feb_sector 5,0.0
2022 Feb_sector 6,25996.36
2022 Feb_sector 7,655.68
2022 Feb_sector 8,925.52
2022 Feb_sector 9,21363.58
2022 Feb_sector 10,11844.42
2022 Feb_sector 11,3223.53
2022 Feb_sector 12,478.43
2022 Feb_sector 13,7855.43
2022 Feb_sector 14,2899.79
2022 Feb_sector 15,0.0
2022 Feb_sector 16,4298.02
2022 Feb_sector 17,79224.84
2022 Feb_sector 18,15478.07
2022 Feb_sector 19,0.0
2022 Feb_sector 20,7953.68
2022 Feb_sector 21,285.22
2022 Feb_sector 22,10784.41
2022 Feb_sector 23,4728.09
2022 Feb_sector 24,39836.22
2022 Feb_sector 25,52198.43
2022 Feb_sector 26,4163.88
2022 Feb_sector 27,29625.11
2022 Feb_sector 28,597868.08
2022 Feb_sector 29,18323.78
2022 Feb_sector 30,18573.69
2022 Feb_sector 31,14355.33
2022 Feb_sector 32,0.0
2022 Feb_sector 33,0.0
2022 Feb_sector 34,10776.93
2022 Feb_sector 35,16266.61
2022 Feb_sector 36,54613.1
2022 Feb_sector 37,42786.74
2022 Feb_sector 38,17665.04
2022 Feb_sector 39,221.87
2022 Feb_sector 40,0.0
2022 Feb_sector 41,0.0
2022 Feb_sector 42,16393.77
2022 Feb_sector 43,7119.74
2022 Feb_sector 44,1014.13
2022 Feb_sector 45,11244.49
2022 Feb_sector 46,5543.87
2022 Feb_sector 47,19482.79
2022 Feb_sector 48,37703.34
2022 Feb_sector 49,725.35
2022 Feb_sector 50,13397.42
2022 Feb_sector 51,49947.81
2022 Feb_sector 52,0.0
2022 Feb_sector 53,683.81
2022 Feb_sector 54,32997.64
2022 Feb_sector 55,89007.16
2022 Feb_sector 56,6052.18
2022 Feb_sector 57,13922.28
2022 Feb_sector 58,0.0
2022 Feb_sector 59,40882.72
2022 Feb_sector 60,14217.63
2022 Feb_sector 61,42564.63
2022 Feb_sector 62,16014.76
2022 Feb_sector 63,3129.45
2022 Feb_sector 64,519.59
2022 Feb_sector 65,19121.21
2022 Feb_sector 66,69007.78
2022 Feb_sector 67,5564.14
2022 Feb_sector 68,13590.97
2022 Feb_sector 69,3782.79
2022 Feb_sector 70,1640.17
2022 Feb_sector 71,23205.59
2022 Feb_sector 72,6589.56
2022 Feb_sector 73,1707.55
2022 Feb_sector 74,0.0
2022 Feb_sector 75,0.0
2022 Feb_sector 76,4031.79
2022 Feb_sector 77,36343.96
2022 Feb_sector 78,0.0
2022 Feb_sector 79,96434.37
2022 Feb_sector 80,50123.56
2022 Feb_sector 81,19937.42
2022 Feb_sector 82,960.68
2022 Feb_sector 83,62915.54
2022 Feb_sector 84,14672.68
2022 Feb_sector 85,61228.6
2022 Feb_sector 86,39140.63
2022 Feb_sector 87,0.0
2022 Feb_sector 88,4060.04
2022 Feb_sector 89,0.0
2022 Feb_sector 90,0.0
2022 Feb_sector 91,20350.01
2022 Feb_sector 92,14247.35
2022 Feb_sector 93,7172.0
2022 Feb_sector 94,15140.02
2022 Feb_sector 95,0.0
2022 Feb_sector 96,0.0
2022 Mar_sector 1,4627.08
2022 Mar_sector 2,8727.03
2022 Mar_sector 3,17169.85
2022 Mar_sector 4,60545.09
2022 Mar_sector 5,0.0
2022 Mar_sector 6,36804.44
2022 Mar_sector 7,345.39
2022 Mar_sector 8,4788.43
2022 Mar_sector 9,39375.64
2022 Mar_sector 10,13400.02
2022 Mar_sector 11,7490.46
2022 Mar_sector 12,0.0
2022 Mar_sector 13,18012.33
2022 Mar_sector 14,14203.52
2022 Mar_sector 15,17721.86
2022 Mar_sector 16,15206.33
2022 Mar_sector 17,26561.78
2022 Mar_sector 18,30343.64
2022 Mar_sector 19,0.0
2022 Mar_sector 20,13028.16
2022 Mar_sector 21,937.21
2022 Mar_sector 22,62321.74
2022 Mar_sector 23,12029.53
2022 Mar_sector 24,69724.09
2022 Mar_sector 25,31020.04
2022 Mar_sector 26,4185.26
2022 Mar_sector 27,9861.99
2022 Mar_sector 28,134902.36
2022 Mar_sector 29,39893.08
2022 Mar_sector 30,14043.37
2022 Mar_sector 31,21869.14
2022 Mar_sector 32,0.0
2022 Mar_sector 33,381.89
2022 Mar_sector 34,7315.13
2022 Mar_sector 35,14839.34
2022 Mar_sector 36,76663.27
2022 Mar_sector 37,9143.93
2022 Mar_sector 38,83128.24
2022 Mar_sector 39,401.64
2022 Mar_sector 40,0.0
2022 Mar_sector 41,0.0
2022 Mar_sector 42,35696.88
2022 Mar_sector 43,25680.53
2022 Mar_sector 44,13826.41
2022 Mar_sector 45,15634.29
2022 Mar_sector 46,7433.59
2022 Mar_sector 47,30093.57
2022 Mar_sector 48,44504.24
2022 Mar_sector 49,1178.28
2022 Mar_sector 50,23767.08
2022 Mar_sector 51,50397.51
2022 Mar_sector 52,0.0
2022 Mar_sector 53,0.0
2022 Mar_sector 54,69942.96
2022 Mar_sector 55,140398.78
2022 Mar_sector 56,12059.18
2022 Mar_sector 57,28765.66
2022 Mar_sector 58,0.0
2022 Mar_sector 59,27023.28
2022 Mar_sector 60,39469.86
2022 Mar_sector 61,77371.71
2022 Mar_sector 62,20329.61
2022 Mar_sector 63,9381.76
2022 Mar_sector 64,1479.83
2022 Mar_sector 65,21027.11
2022 Mar_sector 66,158303.47
2022 Mar_sector 67,7051.63
2022 Mar_sector 68,22744.02
2022 Mar_sector 69,2400.68
2022 Mar_sector 70,2572.4
2022 Mar_sector 71,27856.91
2022 Mar_sector 72,1533.77
2022 Mar_sector 73,2197.74
2022 Mar_sector 74,0.0
2022 Mar_sector 75,1652.63
2022 Mar_sector 76,2323.91
2022 Mar_sector 77,46822.26
2022 Mar_sector 78,150.54
2022 Mar_sector 79,136173.28
2022 Mar_sector 80,61612.51
2022 Mar_sector 81,33140.78
2022 Mar_sector 82,5064.46
2022 Mar_sector 83,45297.73
2022 Mar_sector 84,2942.07
2022 Mar_sector 85,114520.48
2022 Mar_sector 86,62226.72
2022 Mar_sector 87,0.0
2022 Mar_sector 88,6458.93
2022 Mar_sector 89,9667.22
2022 Mar_sector 90,0.0
2022 Mar_sector 91,27888.71
2022 Mar_sector 92,25321.61
2022 Mar_sector 93,10133.92
2022 Mar_sector 94,29432.32
2022 Mar_sector 95,0.0
2022 Mar_sector 96,0.0
2022 Apr_sector 1,3514.44
2022 Apr_sector 2,6471.23
2022 Apr_sector 3,15392.42
2022 Apr_sector 4,64534.44
2022 Apr_sector 5,0.0
2022 Apr_sector 6,32060.3
2022 Apr_sector 7,748.53
2022 Apr_sector 8,4662.99
2022 Apr_sector 9,32787.86
2022 Apr_sector 10,18396.11
2022 Apr_sector 11,9340.97
2022 Apr_sector 12,379.94
2022 Apr_sector 13,14975.72
2022 Apr_sector 14,0.0
2022 Apr_sector 15,14329.79
2022 Apr_sector 16,17876.38
2022 Apr_sector 17,11197.6
2022 Apr_sector 18,17586.91
2022 Apr_sector 19,0.0
2022 Apr_sector 20,13646.15
2022 Apr_sector 21,17096.67
2022 Apr_sector 22,22021.62
2022 Apr_sector 23,17963.33
2022 Apr_sector 24,37935.48
2022 Apr_sector 25,27279.0
2022 Apr_sector 26,0.0
2022 Apr_sector 27,15627.0
2022 Apr_sector 28,113524.49
2022 Apr_sector 29,50384.04
2022 Apr_sector 30,14423.15
2022 Apr_sector 31,18102.11
2022 Apr_sector 32,0.0
2022 Apr_sector 33,0.0
2022 Apr_sector 34,5716.93
2022 Apr_sector 35,10908.79
2022 Apr_sector 36,102441.45
2022 Apr_sector 37,4490.9
2022 Apr_sector 38,45180.63
2022 Apr_sector 39,496.67
2022 Apr_sector 40,0.0
2022 Apr_sector 41,0.0
2022 Apr_sector 42,24189.8
2022 Apr_sector 43,22989.54
2022 Apr_sector 44,6977.64
2022 Apr_sector 45,16833.43
2022 Apr_sector 46,9113.93
2022 Apr_sector 47,37414.61
2022 Apr_sector 48,36912.98
2022 Apr_sector 49,1368.81
2022 Apr_sector 50,19438.08
2022 Apr_sector 51,57516.36
2022 Apr_sector 52,0.0
2022 Apr_sector 53,0.0
2022 Apr_sector 54,47069.09
2022 Apr_sector 55,115631.99
2022 Apr_sector 56,8740.13
2022 Apr_sector 57,24443.36
2022 Apr_sector 58,0.0
2022 Apr_sector 59,26840.87
2022 Apr_sector 60,18542.4
2022 Apr_sector 61,75107.61
2022 Apr_sector 62,17951.3
2022 Apr_sector 63,11733.71
2022 Apr_sector 64,3928.3
2022 Apr_sector 65,19694.5
