sector 1_new_house_transaction_amount,sector 2_new_house_transaction_amount,sector 3_new_house_transaction_amount,sector 4_new_house_transaction_amount,sector 5_new_house_transaction_amount,sector 6_new_house_transaction_amount,sector 7_new_house_transaction_amount,sector 8_new_house_transaction_amount,sector 9_new_house_transaction_amount,sector 10_new_house_transaction_amount,sector 11_new_house_transaction_amount,sector 12_new_house_transaction_amount,sector 13_new_house_transaction_amount,sector 14_new_house_transaction_amount,sector 15_new_house_transaction_amount,sector 16_new_house_transaction_amount,sector 17_new_house_transaction_amount,sector 18_new_house_transaction_amount,sector 19_new_house_transaction_amount,sector 20_new_house_transaction_amount,sector 21_new_house_transaction_amount,sector 22_new_house_transaction_amount,sector 23_new_house_transaction_amount,sector 24_new_house_transaction_amount,sector 25_new_house_transaction_amount,sector 26_new_house_transaction_amount,sector 27_new_house_transaction_amount,sector 28_new_house_transaction_amount,sector 29_new_house_transaction_amount,sector 30_new_house_transaction_amount,sector 31_new_house_transaction_amount,sector 32_new_house_transaction_amount,sector 33_new_house_transaction_amount,sector 34_new_house_transaction_amount,sector 35_new_house_transaction_amount,sector 36_new_house_transaction_amount,sector 37_new_house_transaction_amount,sector 38_new_house_transaction_amount,sector 39_new_house_transaction_amount,sector 40_new_house_transaction_amount,sector 41_new_house_transaction_amount,sector 42_new_house_transaction_amount,sector 43_new_house_transaction_amount,sector 44_new_house_transaction_amount,sector 45_new_house_transaction_amount,sector 46_new_house_transaction_amount,sector 47_new_house_transaction_amount,sector 48_new_house_transaction_amount,sector 49_new_house_transaction_amount,sector 50_new_house_transaction_amount,sector 51_new_house_transaction_amount,sector 52_new_house_transaction_amount,sector 53_new_house_transaction_amount,sector 54_new_house_transaction_amount,sector 55_new_house_transaction_amount,sector 56_new_house_transaction_amount,sector 57_new_house_transaction_amount,sector 58_new_house_transaction_amount,sector 59_new_house_transaction_amount,sector 60_new_house_transaction_amount,sector 61_new_house_transaction_amount,sector 62_new_house_transaction_amount,sector 63_new_house_transaction_amount,sector 64_new_house_transaction_amount,sector 65_new_house_transaction_amount,sector 66_new_house_transaction_amount,sector 67_new_house_transaction_amount,sector 68_new_house_transaction_amount,sector 69_new_house_transaction_amount,sector 70_new_house_transaction_amount,sector 71_new_house_transaction_amount,sector 72_new_house_transaction_amount,sector 73_new_house_transaction_amount,sector 74_new_house_transaction_amount,sector 75_new_house_transaction_amount,sector 76_new_house_transaction_amount,sector 77_new_house_transaction_amount,sector 78_new_house_transaction_amount,sector 79_new_house_transaction_amount,sector 80_new_house_transaction_amount,sector 81_new_house_transaction_amount,sector 82_new_house_transaction_amount,sector 83_new_house_transaction_amount,sector 84_new_house_transaction_amount,sector 85_new_house_transaction_amount,sector 86_new_house_transaction_amount,sector 87_new_house_transaction_amount,sector 88_new_house_transaction_amount,sector 89_new_house_transaction_amount,sector 90_new_house_transaction_amount,sector 91_new_house_transaction_amount,sector 92_new_house_transaction_amount,sector 93_new_house_transaction_amount,sector 94_new_house_transaction_amount,sector 95_new_house_transaction_amount,sector 96_new_house_transaction_amount,total_new_house_transaction_amount,yr_m
15092.94,11711.12,0.0,10664.77,0.0,1337.1,5760.27,6126.33,5201.81,2616.02,4395.81,1437.41,14901.04,7951.83,5771.69,7771.61,0.0,1666.79,0.0,49567.66,5027.8,16769.84,11083.71,14977.81,10194.59,31460.14,183.8,0.0,1818.32,26392.17,42024.86,0.0,5233.22,14329.69,871.0,15548.37,15806.98,36482.64,0.0,0.0,0.0,2420.8,17754.9,0.0,105128.22,8916.06,26531.86,11288.17,0.0,58738.77,72617.89,0.0,39760.83,56697.86,165618.56,1270.45,2541.88,5143.87,13798.3,0.0,23726.56,12944.8,17773.27,9863.77,26018.39,7245.64,20095.62,22236.39,3285.16,1966.61,0.0,2288.17,931.15,3749.59,970.57,8536.51,39703.75,0.0,58614.7,1914.17,6782.43,8475.28,32906.92,0.0,106462.33,243071.69,0.0,9213.49,5755.7,0.0,12649.84,36206.36,48490.25,102766.15,0.0,0.0,1863052.8199999998,"(2019, 11)"
22931.65,12606.3,0.0,39203.96,412.28,3904.51,7723.72,8277.16,20421.75,1848.88,7706.42,4730.48,19782.15,467.88,6192.27,4301.71,1178.56,2541.97,0.0,105330.82,3001.84,16530.81,9140.21,3911.23,43581.67,23606.35,0.0,0.0,608.08,17414.08,58428.23,0.0,5226.15,26432.01,5960.35,28579.35,23744.93,44179.14,1452.66,0.0,0.0,7314.77,22629.18,19802.06,110716.88,8683.66,39616.4,4148.37,0.0,72682.34,78477.67,0.0,62065.5,64053.63,280200.33,550.32,4364.12,1940.05,11511.97,0.0,23041.51,11379.99,17203.33,3402.41,23102.76,1832.39,20311.81,28589.3,7378.42,1121.12,0.0,1270.97,2266.66,15904.6,1371.97,7321.59,24181.73,0.0,43738.05,58537.87,11374.18,8324.38,68777.49,3109.71,175635.28,226113.86,0.0,3507.85,2204.88,0.0,7361.01,30400.07,52432.89,149875.97,0.0,496.84,2401687.6999999997,"(2019, 12)"
7368.96,8252.03,0.0,51272.3,0.0,6850.25,4138.53,3699.86,413.01,794.18,4864.99,5250.12,6301.1,9175.34,1134.36,10459.59,0.0,3654.34,0.0,18586.62,5768.75,5739.89,4511.68,17045.68,18268.89,16436.46,0.0,0.0,4540.13,12909.8,26131.97,0.0,7940.25,7386.4,3520.29,45089.5,34142.31,34400.68,261.08,0.0,0.0,3600.63,15508.37,18755.62,69490.91,4480.91,8225.91,5746.36,0.0,27845.86,58820.21,0.0,12165.58,22453.04,80195.09,423.55,3454.44,878.58,9576.81,0.0,5529.39,3701.69,7292.16,14333.66,7353.23,677.14,6683.54,10437.89,1858.14,334.7,5348.01,1426.67,4553.67,0.0,867.46,916.81,12350.3,0.0,20806.19,13901.06,3922.47,3223.17,17735.92,3511.88,78876.91,71380.45,0.0,3076.63,2401.44,0.0,9583.45,13988.81,33778.82,65505.22,0.0,0.0,1153288.09,"(2020, 1)"
2838.07,443.9,0.0,6088.66,0.0,4924.82,849.12,2179.17,2729.32,138.21,1190.47,2145.16,11849.54,515.09,678.38,1085.29,1590.04,0.0,0.0,5398.16,0.0,1444.86,0.0,1732.49,2569.58,6883.65,494.37,0.0,375.6,4903.53,4756.41,0.0,5041.83,8531.7,912.87,10692.12,3259.92,5319.24,268.98,0.0,705.93,1284.72,13626.26,833.52,19354.34,1690.08,13029.06,1908.48,0.0,4954.63,17379.56,0.0,5710.15,15054.48,18320.23,87.83,684.06,0.0,1479.37,0.0,924.34,3442.7,5858.17,378.92,0.0,0.0,5313.91,5911.83,421.53,120.77,0.0,274.23,0.0,0.0,0.0,3419.57,6205.98,0.0,4710.01,1731.47,1862.41,3296.68,5031.62,2667.03,40204.13,33251.44,0.0,2841.2,0.0,0.0,2175.7,10782.84,12416.49,31843.4,0.0,0.0,403019.62,"(2020, 2)"
7902.03,4793.32,0.0,32372.23,0.0,17343.0,3453.15,3548.87,2789.63,1156.95,11525.79,5041.5,17293.73,1942.8,1385.36,5921.55,0.0,8859.73,0.0,79876.66,4894.8,2912.64,118316.75,15232.44,19738.02,25559.49,826.15,0.0,320.23,13773.78,32356.33,0.0,13846.93,6865.29,1808.51,41357.12,35260.74,19471.76,2444.74,0.0,469.7,1818.36,17826.28,6626.66,63323.17,5916.01,19022.33,2853.09,0.0,27083.92,92192.82,0.0,18679.62,11054.97,269759.75,749.68,5482.94,361.88,7238.41,0.0,7711.29,7453.18,28294.26,3726.67,8912.65,650.06,30735.41,31804.59,2093.97,50.95,20916.44,2230.96,903.62,834.54,978.45,1213.98,8849.62,339.49,15298.09,21963.68,0.0,3791.98,17399.85,8097.5,134310.96,102538.33,0.0,7979.07,0.0,0.0,6972.32,63367.2,43343.26,101901.62,0.0,0.0,1795315.5999999999,"(2020, 3)"
8227.42,6321.79,0.0,21994.77,0.0,44560.35,7066.93,9305.67,12501.46,2472.34,13203.72,8310.0,10540.61,1647.7,1163.33,4418.27,0.0,4731.41,0.0,38269.74,6563.19,8842.11,59670.86,48474.76,15898.31,25316.04,1930.39,0.0,0.0,13970.07,55848.26,0.0,0.0,7992.97,4033.58,34614.36,32220.78,16041.67,719.74,216.31,453.77,5092.09,19451.44,71056.07,54368.44,6645.14,29052.5,7266.33,0.0,42220.98,81021.25,0.0,14503.15,23171.49,263002.99,943.83,6769.69,0.0,10051.25,0.0,6471.27,6030.24,19332.37,1931.51,11045.37,0.0,15542.08,25879.23,3115.41,111.06,2575.28,4177.02,245.9,814.33,1544.47,905.75,12082.61,225.9,7901.91,12408.43,10325.64,3257.04,15843.92,6090.2,152930.79,111565.71,0.0,6365.31,5273.95,0.0,12578.05,70959.98,42329.03,98439.96,0.0,0.0,1830459.04,"(2020, 4)"
6684.47,7604.87,0.0,37357.27,0.0,44471.64,4195.98,8359.53,8108.57,804.92,6734.41,21768.5,14137.87,0.0,2750.15,5606.76,0.0,6284.16,0.0,49062.73,5898.31,3085.71,5223.37,40444.27,13460.13,31446.41,711.08,0.0,0.0,29933.33,77986.86,0.0,5260.22,14647.28,731.73,36550.08,22946.54,13322.56,4531.42,0.0,0.0,1841.11,14721.03,32215.85,76459.39,14310.93,36401.23,5569.99,0.0,47345.82,103494.79,0.0,17862.12,22139.77,296911.51,768.35,24978.01,210.51,11855.85,3502.47,9744.41,24999.46,50827.87,562.32,4722.54,7161.3,18736.36,25908.5,6772.9,168.83,757.21,2391.3,31131.15,2110.6,1439.25,2074.96,20601.12,1685.92,16779.62,62270.34,989.24,5860.76,8613.53,18581.71,145648.42,104782.11,0.0,9245.85,11975.09,0.0,16825.13,74942.54,59117.28,153038.12,0.0,0.0,2141165.6,"(2020, 5)"
19116.77,6263.92,0.0,108774.89,0.0,35555.64,6137.57,11340.15,5064.56,766.1,8408.83,19498.79,112548.52,0.0,3942.34,2940.37,0.0,3401.83,0.0,46613.96,5300.31,45652.93,8409.44,116506.37,84304.62,47117.92,392.17,0.0,5621.58,14467.68,178614.27,0.0,10185.97,18005.27,2802.44,29885.35,2475.32,25060.63,3988.84,304.39,940.04,4896.03,24877.38,45964.86,98187.16,18981.63,54836.93,5119.19,0.0,42928.31,74894.49,0.0,131792.06,33478.11,244610.09,452.49,60206.88,0.0,14536.45,3725.04,16945.08,11621.95,50881.66,2504.18,28002.73,2025.45,19252.02,51847.76,3843.15,269.59,74849.7,7539.08,3838.06,9894.59,833.51,2149.13,14200.95,1023.03,29081.8,94254.37,7000.24,6443.66,15718.4,51011.32,184907.15,126706.28,0.0,6405.28,63138.71,0.0,13586.16,70048.06,75001.7,152078.36,0.0,0.0,3046799.99,"(2020, 6)"
9567.28,5862.53,0.0,108857.48,1423.35,42566.76,7689.05,11021.36,423.66,1852.42,15507.97,14838.62,21832.23,7004.42,1384.07,5826.69,1326.21,10409.21,0.0,52210.49,7065.77,69027.93,9173.85,46461.43,60078.46,53750.59,5365.74,0.0,298.36,22574.68,130558.72,0.0,10353.6,14548.73,3666.55,17659.27,15641.46,25084.05,1562.96,0.0,979.91,5968.7,55774.73,32625.13,79663.95,17926.56,40818.31,11627.17,0.0,27858.48,97018.19,0.0,25093.27,95911.95,230020.48,615.4,56896.38,0.0,17458.16,6618.68,11989.18,9845.47,78832.32,8735.86,1370.66,27487.37,17611.52,43368.06,10474.3,1382.78,7360.58,5413.35,999.9,2342.25,1982.16,748.77,26937.41,0.0,36988.59,65714.46,11954.8,7332.77,14844.52,23395.69,217989.94,151637.75,0.0,7293.46,17230.66,0.0,14978.7,79956.92,103373.39,193704.53,0.0,463.55,2819093.07,"(2020, 7)"
10356.47,8606.37,0.0,174722.92,0.0,52551.81,6111.92,10842.16,5643.55,1833.6,14277.07,19916.59,29903.25,5277.15,2665.46,21509.87,1334.36,22144.04,0.0,54559.37,10178.03,15221.86,12559.58,13663.51,115785.23,68970.02,7814.68,691.51,286.92,28797.52,86702.64,0.0,11555.72,16872.7,91929.57,29658.22,20805.28,33184.49,822.12,0.0,946.9,23377.75,42385.53,11808.69,129041.39,22195.77,59090.69,1825.03,0.0,31900.83,57260.12,0.0,31162.53,90531.41,279343.07,207.96,124805.51,0.0,10392.78,6764.36,50987.16,16108.39,66938.26,4397.34,14873.0,21510.05,19058.66,37365.92,12718.76,4798.49,10293.24,13874.67,6273.72,2986.02,712.59,0.0,22439.06,504.22,42822.98,96466.32,12733.62,3954.5,47509.72,28512.79,194170.25,147454.52,0.0,11171.03,4170.52,0.0,18541.77,56228.59,141436.6,136076.65,0.0,0.0,3177885.29,"(2020, 8)"
16873.79,8997.46,0.0,340705.84,0.0,110590.9,5410.75,11011.69,24096.73,243.45,8537.62,30620.14,31888.99,6413.79,810.08,8509.95,0.0,21666.5,0.0,92416.88,3681.4,2616.67,8073.4,22256.04,70282.84,50512.67,3902.52,0.0,1544.08,33236.79,88739.88,0.0,5292.35,16726.87,94694.19,22534.76,15735.45,51927.72,643.3,254.81,0.0,10437.73,18471.61,38878.23,244002.96,19853.53,167369.34,5063.67,1417.59,29469.91,141551.68,0.0,11514.36,72485.27,490793.31,459.7,400274.86,0.0,15556.27,13075.97,33707.91,9871.69,37855.06,4453.16,47443.24,33760.92,127146.37,32025.28,11729.34,10541.61,17599.56,2535.62,7080.67,1296.18,1780.71,2417.24,31559.8,0.0,82678.72,140041.03,13549.79,12357.44,40579.88,28397.41,366062.26,139599.76,0.0,7471.62,0.0,0.0,17955.27,74935.93,472095.08,132896.11,0.0,914.99,4834465.940000001,"(2020, 9)"
17459.4,10046.49,0.0,174888.65,0.0,66504.75,3539.23,7225.32,8580.91,535.96,3526.1,29529.69,19970.44,31059.15,0.0,22563.27,6720.08,11059.05,0.0,46376.99,3638.31,71367.07,9935.14,85584.59,225314.91,43258.18,7694.0,0.0,1321.25,22657.96,81516.37,0.0,6100.04,18449.52,59112.15,15194.16,6044.27,31420.08,1640.9,0.0,1378.22,11242.06,149608.22,28034.54,103687.69,13838.95,50965.41,6678.2,95.23,52621.56,117536.3,0.0,8730.21,92846.63,516771.57,906.82,81604.08,0.0,14039.08,12159.52,83327.46,22304.05,40217.83,2110.73,24749.22,144524.76,17098.44,33187.24,6613.21,4802.28,392.92,2454.63,15009.21,2086.86,734.17,890.18,34640.94,0.0,80211.41,103672.23,5199.05,17811.81,51460.21,29870.2,252658.58,154408.56,554.08,17660.42,0.0,0.0,18904.32,70007.3,170156.73,103164.2,0.0,0.0,3923461.9,"(2020, 10)"
16218.94,6197.82,0.0,268357.85,0.0,76955.08,2464.46,9094.69,8109.64,564.39,18425.13,27674.36,37037.37,0.0,2676.01,24703.34,1971.02,18911.93,0.0,176044.82,13365.2,178100.15,14175.31,91429.35,170877.96,68125.58,16031.27,239.71,862.71,27321.48,57741.4,0.0,2673.99,18622.82,90084.51,12645.43,79883.46,80903.86,1102.23,2878.55,461.99,59340.95,51142.44,43104.05,112714.31,14971.23,54513.33,37045.15,98.86,45140.36,64354.05,0.0,8344.97,57550.03,280632.43,538.77,75980.45,103.65,12831.41,15323.34,52046.08,22774.36,22743.49,7590.94,18649.5,155827.29,18405.78,30686.67,5635.05,5202.37,289.16,1815.52,12910.2,1406.13,1593.29,0.0,27512.69,0.0,97162.65,129111.51,3964.72,9971.16,67250.94,16968.28,221546.61,132897.34,0.0,42654.41,0.0,0.0,13697.74,57532.5,163310.53,258623.11,0.0,0.0,4156443.6099999994,"(2020, 11)"
